Bahnaric,Vietnamese,pos,theme
pong lat,dẹt,đ.,time
por hdrih,sống,đ.,body
phơt,phật,d.,time
porting,đọ,đ.,time
povao,tự hiểu,trđt,animal
povat,đŭ bữa nay,st.,place
phơ̆k,phật,d.,place
pra,sàn nước,đt.,time
pra,sàn trước nhà,thđ.,place
prah,bấn,đ.,body
prai,sơ,t.,ill
bok 'phât,phật,d.,ill
phơ̆t,phật,d.,body
nhơ như̆r,phệ,d.,time
praih,vồn,cpl.,food
pram,cường,đ.,time
pran,cường,đ.,body
pran,hùng,đ.,food
pran,khoe,đ.,food
pran,khoẻ,t.,animal
pran,kiên,đ.,place
tơplê̆,phệ,d.,ill
pran,lực lươ̆ng,st.,time
pran,lực lưỡng,đ.,time
tơplễ`,phệ,d.,time
pran,sỹ,dtđv.,time
prao,con rồng,trt.,time
brêng,phèn,d.,animal
preh,chớp,đ.,time
preh,gạt ra,st.,ill
prel,đá,đ.,ill
preng,xanh,t.,place
phen,phèn,d.,animal
tanh tơmar,phên,d.,food
prit,chuôi,đ.,food
pro pơ nhan,cà bát,đ.,animal
pro pơ nhan,cà hát,st.,body
proh,duỗi,đ.,time
prok,trở,đ.,body
pru,phùn,đ.,animal
tanh tơnăr,phên,d.,animal
pru,ròng,đ.,animal
tơ nar,phên,d.,animal
prung,nấu bằng ống,Th.,body
pruơh pruơh,ồn ào,t.,place
prôi,rải,đ.,food
tơ năr,phên,d.,ill
tơ năr tanh,phên,d.,body
pră,bỏ bê,đ.,ill
pră,bỏ hê,t.,time
prăh,bắn,đ.,food
prăn,kiên,đ.,body
prăng,tạnh,đ.,animal
prĕh,ngã,đ.,time
prĕk,đá,đ.,time
tơnăr,phên,d.,animal
gơlang,phên,d.,body
ptfxot,làm cho lâu dài ,st.,animal
pơnil hnam,phên,d.,place
pu`,gùi,đ.,animal
nhŭ phen,phèn chua,d.,time
pual,bí đao,đ.,time
puh,khua,đ.,ill
puh,lừa,đ.,ill
puh,sà,đ.,ill
puh,xua,đ.,place
puh,đuổi,đ.,ill
puih,quét,đ.,time
mơ,phép,d.,time
sêh,phép,d.,place
pur,chui,đ.,body
pur,tin,đ.,food
put,tin,đ.,place
tinh,phép,d.,place
puăn,mươi,st.,animal
tinhjô̆,phép,d.,time
puăt,cắt,đ.,body
puăt,nửa,thđ.,time
tĭnhjô̆,phép,d.,time
puŏl,bí đao,đ.,time
puŏn,bốn,st.,body
phep,phép,d.,animal
puŏn,tư,st.,time
phĕp,phép,d.,time
bơxêh,phép lạ,d.,ill
pyăi,chải,đ.,body
pâk,bổ,đ.,animal
pân,bó,đ.,time
pân,gan dạ,t.,animal
pâng,cắm,đ.,body
pâng,đóng,đ.,animal
pâr,vặn,đ.,body
pã,không,trt.,food
phi,phí,d.,time
pêng rơ 'bâu,ba ngàn,trđt,animal
pêng rơ b`âu,ba ngàn,Th.,ill
pôi,bùi,đ.,body
pôi,đông,t.,food
pôi,đùi nhùi,d.,body
phĭ,phí,d.,place
phĭ,phí,d.,place
pôih,đồn,đ.,ill
pôk,bưng,đ.,food
pôk,bầu,đ.,food
pôk,cân nhắc,đ.,food
pôk,cử,đ.,food
pôk,dọn,đ.,food
pôk,kéo,đ.,place
pôk,ăm em,dtđv.,food
pôk,đề bạt,đ.,animal
pôk,ẵm em,thđ.,place
pôk hla ar,bầu cử,đ.,ill
pôm,hoang,t.,animal
tơguêm,phí,d.,ill
pôm,thông,đ.,ill
chui,phì,d.,time
nhŭng,phì,d.,animal
nhŭnh,phì,d.,place
pôtơm,đề,đ.,place
plên,phì,d.,body
pô̆,bạn kết nghĩa,thđ.,food
pô̆,kết,đ.,animal
pô̆,thông,đ.,animal
pô̆,đạn kết nghĩa,trđt,animal
põk,bức,dtđv.,place
pă,biệt,t.,animal
pă,bất,đ.,place
pă,chút,thđ.,place
bơngai huơ̆r gre par,phi công,d.,animal
pă,hờ,t.,place
pă,một,st.,ill
pă,ngớ,đ.,place
pă,yên,t.,ill
pă,đoái,đ.,animal
phi kông,phi công,d.,food
pă,đuối,t.,time
pă gơh jing,đồi bại,đ.,place
pă gơh jing,đồi hại,t.,animal
pă hiôk klak,não ruột,dtr.,body
pă hlot,ế,t.,ill
hdang xe par,phi trường,d.,place
hơ dang xe păr,phi trường,d.,body
pă hơ dơ̆r,ngọt lịm,đ.,place
pă trŏ jơ hngơ̆m,không hiệp lực,dtr.,time
păi,chải,đ.,food
păk,ngã,đ.,animal
păk kê,con tắc kè,cpl.,body
hơdang xe păr,phi trường,d.,animal
păn,mặc,đ.,food
hơdangxepăi,phi trường,d.,time
hơdangxepărjur,phi trường,d.,place
păng,đốt,đ.,place
păng bu kng,với ai,trt.,time
păng kơ tao,lómg mía,lt.,animal
păng kơ tao,lóng mía,thđ.,body
aruh gre păr,phi trường,d.,food
cham gre par,phi trường,d.,food
pĕnh,thao,đ.,food
hnih gre păr,phi trường,d.,body
pĕt,nắn,đ.,animal
pĕt,vắt,đ.,food
pĩt,dập,đ.,animal
pĭk pŭk,bèo,t.,ill
pĭt,cầm,đ.,ill
pĭt,cứu,đ.,ill
pĭt,dập,đ.,place
pĭt,dập tắt,đ.,animal
pŏk,bức,dtđv.,animal
hnih lê̆ gre par,phi trường,d.,food
hơnih gre păr,phi trường,d.,ill
pŏu,thơm,t.,food
pŭ,mang,đ.,ill
pŭ,nhiệm,đ.,time
pŭ yoch,oan,t.,place
tơ rong gre băr,phi trường,d.,place
gah,phía,d.,body
tơkan,phía,d.,body
đưng,phía,d.,ill
pŭng lŭng,trũng,t.,place
ga,phía,d.,ill
tơ,phía,d.,body
kơpah,phía,d.,body
tơrõng,phía sau,d.,food
pơ,bênh,đ.,time
pơ,bảy,st.,time
pơ,bất,đ.,time
pơ,bắt,đ.,time
pơ,bỏ,đ.,place
đưng kơdŭ,phía sau,d.,food
pơ,cho,Gt.,food
đưng rĭng,phía sau,d.,body
anô̆,phía trước,d.,animal
pơ,cái,dtđv.,animal
pơ,câu,đ.,animal
pơ,cẩn,đ.,time
dơ'ngir,phía trước,d.,ill
pơ,cựa,đ.,food
pơ,diễn,đ.,body
ttf'ngir,phía trước,d.,place
pơ,dọn,đ.,ill
pơ,dự,đ.,ill
pơ,ghen,đ.,body
pơ,hiến,đ.,food
phich,phích,d.,time
blang,phiên,d.,time
pơ,hứa,đ.,animal
măng,phiên,d.,time
pơ,khiêm,đ.,ill
pơ,khoác,đ.,place
pơ,khuyên,đ.,animal
pơ,kiêu,đ.,food
pơ,kích,đ.,food
pơ,kết,đ.,time
pơ,làm,đ.,food
pơ,lấy,đ.,animal
pơ,lồ,đ.,food
phiê̆u,phiếu,d.,food
phiêu,phiếu,d.,ill
fiml,phim,d.,body
pơ,ngâm,đ.,animal
phih tơlô̆i,phim,d.,animal
phim,phim,d.,food
tơ lei phil,phim,d.,body
pơ,rung,đ.,place
pơ,rèn,đ.,body
tơlơi phil,phim,d.,food
pơ,tha,đ.,animal
pơ,thể,đ.,body
'phim,phim,d.,time
pơ,trả,đ.,animal
pơ,tông,đ.,animal
pơ,vênh,đ.,body
pơ,vận,đ.,animal
pơ,ân,đ.,body
pơdah rup,phim,d.,animal
xer rơ ma,phim,d.,body
pơ 'bŏng,vuông,t.,animal
pơ 'ngeh,sưng,đ.,body
pơ 'ngheh,sưng,đ.,food
pơ ang,khoe,đ.,time
phim bơngai hơ iă,phim hoạt hình,d.,body
pơ anghĕh,sưng,đ.,time
pơ angĕh,sưng,đ.,time
pơ anheng,khoe sự thích,dtr.,food
pơ bling,láng,đ.,place
pơ chah măt,nảy mầm,đ.,animal
pơ chah pơ nhan,bể bát,st.,body
pơ chah pơnhan,bể bát,lt.,place
pơ choh,hở,trđt.,time
pơ chăh măt,nảy mầm,đ.,ill
pơ drau 'bar,trả bài,đ.,time
pơ drŏng,giàu,t.,time
pơ dung hơ nhă,kéo vó,đt.,ill
pơ dă,bày,đ.,ill
pơ gang,cao,t.,animal
pơ gang,ngải,đ.,place
bek,phính,d.,animal
pơ gang alâng akâu,bổ dược,đ.,animal
phô̆,phố,d.,ill
tih,phố,d.,body
pơ ge ̆nh,vội,t.,time
pơ gĕnh,vội,t.,food
pơ hnăm,học,đ.,ill
pơ hrăm ho`k chư,học bổ túc,Th.,place
pơ hrăm hõk chư,học bổ túc,thđ.,ill
pơ hrăm hŏk chư,học bổ túc,cpl.,place
pơ jou,thầy phù thủy,t.,place
phô̆,phố,d.,ill
phô,phố,d.,food
tơkol,phơ,d.,ill
pơ kao tơ lang,trổ hoa,dtđv.,time
tơkôl,phơ,d.,food
pơ klep hơmet,trang trí,đ.,ill
pơ kong,cưới,đ.,time
sŭp,phở,d.,body
phô̆i,phôi,d.,animal
pơ luel kông,đỉnh núi,st.,time
phỗ`i,phôi,d.,body
pơ lô ch pơđĩ,diệt vong,đ.,ill
pơ lô ch pơđĭ,diệt vong,đ.,ill
pơ lôch,giết,đ.,place
pơ lôch pơdĭ,diệt vong,đ.,ill
pơ lôch pơđĭ,diệt vong,đ.,food
pơ ma,nói,đ.,place
pơ ma dơnuh,bình luận,đ.,place
pơ ma hiek,cười nói,đt.,animal
pơ ma hơ lĕnh,bốc phét,đ.,ill
pơ ma to`xe`,bớt lời,đ.,animal
pơ ma tŏxĕ,bớt lời,đ.,time
dơxoh,phổi,d.,animal
gơxoh,phổi,d.,food
pơsoh,phổi,d.,body
tơxoh,phổi,d.,food
pơ ngai chă tơ drong,người đi kiện,trđt,time
pơ ngai chĕp pel,bà đỡ,đ.,time
pơ ngai dơ nŭh,người nghèo,st.,place
pơ ngai hmet tơ drong,người xử kiện,trt.,body
pơsoh ,phổi,d.,animal
lăm,phòng,d.,ill
răp,phòng,d.,body
đô,phòng,d.,place
pơ ngai khơ me,người khơme,Th.,ill
pơ ngai lao,người lào,lt.,place
pơ ngai mi,người mỹ,trt.,ill
anih,phòng,d.,place
aninh,phòng,d.,ill
bơ̆ng,phòng,d.,food
bỡng,phòng,d.,animal
pơ ngai đam,đầy tớ,t.,ill
pơ nham tĭh,tô,đ.,animal
pơ nhan alăk,bát rượu,dtđv.,place
pơ nhan anhõt,bát canh,trt.,ill
pơ nhan anhŏt,bát canh,Th.,ill
găn,phòng,d.,body
pơ nhan mơh,bát cơm,thđ.,food
pơ nhan pham,bát tiết,đ.,food
pơ nhan tô,tô,đ.,place
pơ nhan đak,bát nước,cpl.,time
pơgăn,phòng,d.,time
pơ nhơk,giương,đ.,food
phong,phòng,d.,ill
pơ năr sem,cánh chim,dtđv.,ill
pơ năr xem,cánh chim,dtr.,ill
đô,phông,d.,animal
pơhlom,phòng hờ,d.,ill
ih ah ơh,phòng khi,d.,ill
tiêng jok,phong lan,d.,food
pơ pe ̆nh,vận động,đ.,ill
pơ puh,đuổi,đ.,time
pơ pŭng,kéo,đ.,animal
pơ pơ ̆,vận động,đ.,place
pơ quĕck,quẹo,đ.,body
phong sư,phóng sự,d.,body
trong,phong trào,d.,body
khôi,phong tục,d.,animal
pơ ten lăng,nhận xét,đ.,time
pơ thi,thi,đ.,food
pơ tho,dạy,đ.,place
pơ to`l,gò,đ.,body
pơ tăm,gieo,đ.,body
pơ tăm,trồng,đ.,animal
pơ tăm plăh,cấy,đ.,body
tan,phong tục,d.,ill
anol wơ̆ng,phong vũ biểu,d.,animal
pơ tŏl,gò,đ.,animal
pơ tơm,rủ,đ.,body
pơ tơm ăn pơ đĭ,quyết toán,đ.,animal
pơ tơm ăn pơ đĭ,thanh toán,đ.,body
pơ yul gao,buồng dừa,thđ.,place
pơ yul kau,buồng cau,thđ.,animal
phu ja minh,phụ gia,d.,food
pơ zan ami,mùa mưa,d.,place
kơmak,phù hiệu,d.,ill
bă mĕ hŏk tro,phụ huynh,d.,body
pơ zan tŏ,mùa nắng,dtđv.,place
bă mẽ hŏk,phụ huynh,d.,place
pơ ôh,ươn,đ.,place
dyong,phụ nữ,d.,place
pơ đum mit,dấm mít,lt.,food
pơ đum ôi,dấm ổi,st.,animal
kơtơ̆k,phù sa,d.,time
pơ đĩ tơ drong,bế mạc,đ.,place
pơ đĩ tơ drong bơtho,bế giảng,đ.,time
pơ đĭ tơ drong,bế mạc,đ.,place
pơ đĭ tơ drong bơtho,bế giảng,đ.,food
rơxam,phù sa,d.,place
pơ ơ̆t,để nhịn đói,dtđv.,body
pơ ư,khoe,đ.,time
pơ ỡt,để nhịn đói,st.,animal
pơ'brơih,bất nhã,t.,place
pơ'brơih,hại người,dtr.,time
pơ'nep,bốc lộ,lt.,place
pơal,vịn cớ,t.,place
pơalâng,trải chuốt,d.,time
pơamêm,phí phạm,đ.,ill
pơamêm,xa xỉ,t.,animal
pơang,hãnh diện,đ.,animal
pơang,trương,đ.,food
pơang,tự cao,đ.,body
pơang,tự phụ,đ.,body
pơangam,lời ngọt ngào,cpl.,ill
pơangeh,sưng,đ.,body
pơangeh,viêm,đ.,food
pơ,phù thủng,d.,food
pơjŏu,phù thuỷ,d.,food
ebiang,phúc âm,d.,place
pơhoach,phung phí,d.,animal
pơanguaih,làm sạch,trt.,place
pơanhang,đổi thừa,t.,time
phươc,phước,d.,time
pơanhong,trang điểm,đ.,place
pơanhŏ,dành riêng,t.,body
pơanhŏ,tiếp đãi,đ.,body
pơanhŏ,ưu tiên,đ.,ill
pơană,gọi là,đ.,ill
pơb`rơih,bất nhã,t.,food
pơb`rơih,hại người,dtđv.,animal
pơchah,bể,đ.,time
pơche`,bịa,đ.,ill
pơcheh,chế biến,đ.,place
pơcheh,giả,t.,food
pơcheh,sáng tạo,đ.,animal
pơcher,chen nhau,lt.,food
pơchit,thúc đẩy,đ.,ill
pơchoh,tháo,đ.,ill
pơchrang,soi sáng,đ.,body
pơchrơ ̆ m,làm đại,t.,animal
pơchrơ̆m,làm đại,lt.,body
pơchê,chê,đ.,ill
pơchê,chê bai,đ.,time
pơchĕ,bịa,đ.,ill
pơchĕ,giả tạo,đ.,time
pơchĕ,giả vờ,đ.,body
phươk,phước,d.,place
pơchũt,thúc giục,đ.,place
anih,phương,d.,body
pơchŭt,kích động,đ.,animal
pơchŭt,thúc giục,đ.,ill
pơchơt,hoan,cpl.,food
pơchơt,trò hề,đ.,food
pơchẽ,giả tạo,đ.,animal
pơchẽ,giả vờ,đ.,animal
pơcker,chen nhau,Th.,food
pơm,phương,d.,time
pơda,chết vì bom đạn,thđ.,food
pơda,cầu vồng,đ.,time
phương,phương,d.,food
pơdah,trình,đ.,animal
plĕi,phương,d.,animal
pơdam,toạ,Th.,place
pơdo ̆ ng,yểm trợ,đ.,ill
pơdo`,chĩa,đ.,ill
pơdor,đuổi,đ.,body
pơdro,bán,đ.,body
pơdro,bán buôn,đ.,ill
pơdro,kinh doanh,đ.,animal
pơdro,mua bán,đ.,food
pơdro sem 'bri,buôn thú,Th.,time
pơdro tơdrong kâm,buôn lậu,đ.,food
pơdrou,trả,đ.,time
pơdrou,trả lại,đ.,body
pơdroŭ,trả,đ.,time
pơdroŭ,trả lại,đ.,food
pơdră,tha hồ,đ.,ill
pơdrăk,dụng cụ tạo lửa,thđ.,body
pơlei,phương,d.,time
pơdrăm,mỗi,thđ.,place
pơlĕi,phương,d.,food
pơdrĕo,trả lại,đ.,body
pơdrŏng,báo tin,đ.,body
pơdrŏng,giàu có,t.,ill
pơdrŏng,phát,đ.,body
pơdrŏng,phú,đ.,animal
pơdrŏng,thịnh,đ.,place
pơdrŏng,thịnh vượng,đ.,food
pơlĕi,phương,d.,food
pơdrŭt,đồn đốc,thđ.,place
pơdrơ`ng,đố,đ.,ill
pơdrơ̆ng,thông qua,đ.,body
pơdrỡng,thông qua,đ.,place
pơdrủt,đồn đốc,st.,place
pơdu,vận,đ.,body
pơdu`ng,kéo,đ.,time
pơdung,níu,đ.,time
pơdung sôm,níu,đ.,food
pơdâng,dựng,đ.,animal
tơring,phường,d.,animal
pơdâng,ăn,đ.,place
pơdâng tơiung,kiến thiết bênh,thđ.,place
pơdâ̆ng,đứng,đ.,ill
pơdã,đặt,đ.,time
pơdõ,chĩa,đ.,ill
pơdõng,giá đỡ,trt.,animal
pơdă,đặt,đ.,place
pơdăr,dối,đ.,animal
pơdăr,dối trá,t.,time
pơdăr,dốì,thđ.,food
tơdrong,phương châm,d.,place
pơdăr,trí,đ.,animal
pơdŏ,chĩa,đ.,animal
pơdŏdđg,bênh nhau,st.,animal
pơdŏng,bênh,đ.,food
pơdŏng,bênh nhau,dtr.,animal
pơdŏng,cứu,đ.,animal
pơdŏng,giá đỡ,trđt,food
pơdŏng,yểm trợ,đ.,place
pơdŭ,luân,st.,body
pơdŭ,vận chuyển,đ.,ill
pơdŭ,vận chuyển níu áo,st.,time
pơdŭchuĕn,nhắm,đ.,ill
pơdŭng,kéo,đ.,body
pơdŭng,kéo cửa,đt.,body
pơdŭng,luân chuyển,đ.,place
pơdŭng,níu,đ.,animal
kring,phượng hoàng,d.,time
pah,phút,d.,ill
pơdơ,hoàn,đ.,ill
pơdơ kla,hoà n trá,d.,animal
pơdơh,giải lao,đ.,animal
phut,phút,d.,place
pơdơr,dơ bẩn,t.,place
phŭt,phút,d.,ill
mơnit,phút,d.,body
niơ nĭt,phút,d.,place
pơdơ̆ng,dựng đứng,đ.,place
pơdơ̆ng,đỗ,đ.,body
pơdơ̆ng jang tơm kơdi,thường trực bộ chính trị,thđ.,place
pơdẫng,đứng,đ.,place
pơgang,cao,t.,ill
phút,phút,d.,food
phuêt,phút,d.,animal
pơgang,học,đ.,animal
'bin,pin,d.,ill
pơgang,sĩ,đ.,body
bin,pin,d.,body
ƀin,pin,d.,place
tơmam,quà,d.,animal
gĕl,quả,d.,place
ko,quả,d.,animal
pơgang,xá,đ.,place
pơgang kơting klăn,cao trăn,đt.,place
pơgang kơting đõk,cao khỉ,t.,place
pơgang kơting đŏk,cao khỉ,t.,place
pơgang rơngơp,thuốc giảm đau,d.,body
pơgao,qua mặt,đ.,place
plai,quả,d.,place
plei,quả,d.,animal
pơge,minh,đ.,body
plăi,quả,d.,body
pơge,sớm,t.,place
pơge brưch,sáng ban mai,đt.,place
pơgiơ̆,chia của,cpl.,animal
pơgiỡ,chia của,thđ.,ill
pơgleh,làm cho mệt,dtđv.,food
pơgo`u,cái kiềng,trt.,place
plĕi,quả,d.,place
pơgop,ghép,đ.,animal
pơgop,đôi,st.,ill
pơgrong,liên tục,t.,place
pơgrong,thường xuyên,t.,ill
pơgrôi,nằm lì,đ.,place
pơgră,quá nhiều,d.,place
pơgră,quá đáng,t.,body
pơgrĭ,ghét,đ.,body
pơgrỉ,ghét,đ.,time
tơ,quả,d.,food
bŏng,quả,d.,place
krô̆i,quả,d.,body
ple`i,quả,d.,animal
pơgê 'brưch,sáng han mai,st.,time
pơgõ,ép buộc,đ.,food
pơgăl,trở ngại,đ.,animal
pơgăn,chống,đ.,body
pơgăn,ngang,t.,place
pơgăn,nối,đ.,time
pơlĕi,quả,d.,ill
pơgăn,đặt ngang,lt.,animal
pơgĕnh,giục,đ.,body
pơgŏ,bắt buộc,đ.,animal
pơgŏ,ép buộc,đ.,animal
pơgơ,tự ái,đ.,food
tơdrong,quả,d.,food
pơgơ`t,bắt giữ,đ.,ill
pơgơ̆,giãy,đ.,food
pơgơ̆,hà khắc,đ.,animal
pơgơ̆,tự ái,đ.,body
pơgơ̆m,hối lộ,đ.,place
'yŏk,quả,d.,place
gĕl ,quả,d.,ill
yok,quả,d.,ill
pơgơ̆r,tổ chức,đ.,time
yŏk,quả,d.,body
pơgơ̆t,bắt giữ,đ.,body
pơgơ̆t,giữ lại,đ.,animal
pơgẽnh,giục,đ.,ill
pơgỡm,hối lộ,đ.,body
pơgỡr,tổ chức,đ.,animal
tơh,quả đậu,d.,place
pơgỡt,giữ lại,đ.,ill
lŭk,quá độ,d.,body
jơnang,quá trình,d.,body
pơhach,thầm,t.,animal
pơhiă,đề phòng,đ.,animal
pơhloh,ganh đua,đ.,time
pơhlu,xúi,đ.,body
pơhlu`,dụ dỗ,đ.,ill
pơhlŭ,dụ dỗ,đ.,time
pơhlŭ,dụ dỗ,đ.,time
pơhlŭ,xúi giục,đ.,food
pơhnă,bằng phẳng,t.,body
pơhnă,cái đục,dtr.,body
pơhori,lơ là,lt.,food
pơhrat,làm phiền,đ.,food
jơnang ,quá trình,d.,food
pơm,quá trình,d.,place
pơhrôp,ăn diện,đ.,time
pơhrăm,hành,đ.,time
pơhrăm,luyện tập,đ.,ill
pơhrăm,lấy lòng,đ.,body
pơhrăm,tập,đ.,ill
pơhrăm,ôn,đ.,animal
pơhrơ,làm phiền,đ.,time
pơhuach,tiêu dùng,đ.,body
pơhŏ,nhơ,t.,body
pơhơi,nhởn,đ.,ill
pơi,ước,đ.,body
tơdrong rong,quá trình,d.,food
atăr,quai,d.,body
pơjah,cãi,đ.,ill
pơjah,tranh cài,Th.,body
pơjah,tranh cãi,đ.,body
pơjah,đôi,st.,ill
pơjah,đả,đ.,time
pơjah,đấu,đ.,ill
pơjao,giao,đ.,ill
pơjao,gửi,đ.,body
pơjao,vật,đ.,time
pơji`,đau lòng,t.,place
pơji`p,ẳn gian,dtđv.,place
pơjing,dựng,đ.,ill
pơjing,khôi,đ.,place
pơjing,làm ra,đ.,ill
pơjing,xây dựng,đ.,ill
hơtăr,quai,d.,animal
pơjing,đẻ,đ.,time
pơjip,nhũng,đ.,time
pơjo`u,bói,đ.,time
pơjŏu,bói,đ.,animal
pơjrot,thi,đ.,animal
pơjrot,thi đua,đ.,time
pơjua,cản trở,đ.,body
pơjual,cản trở,đ.,animal
pơjual,gây cản trở,lt.,time
pơjuang,nói bóng gió,đ.,animal
pơjuang,đấu lý,đ.,animal
pơjuă,trả giá,đ.,animal
pơjuă,ép giá,đ.,time
pơjuă,đe doạ,đ.,ill
pơjuă,đàn áp,đ.,animal
pơjuăt,luyện,đ.,ill
pơjuăt,thể,đ.,food
pơjuăt,tập,đ.,food
pơjăm,làm nhục,đ.,time
pơjăng,co,đ.,body
pơjăng,dậy,đ.,food
pơjăng,tranh,đ.,time
pơjăng,đấu tranh,đ.,food
pơjĕi,giành,đ.,time
pơjĕi,tranh giành,đ.,time
pơjĭ,đau lòng,t.,food
pơjĭp,ăn gian,đ.,ill
pơjĭp,ản gian,t.,ill
pơjŏu,bói,đ.,time
kuan,quan,d.,ill
'bơm,quan,d.,time
bơm,quan,d.,food
pơjŏu,thầy phù thủy,st.,place
pơjŏu,đỡ,đ.,food
chă,quan,d.,food
pơk,kho lúa,dtr.,time
pơk,ngã,đ.,animal
pơk,nhà lúa,t.,place
pơk lep tơbăt,niêm yết,đ.,place
pơkao,bông hoa,dtđv.,ill
pơkao trŏl,hoa bằng lăng,t.,animal
pơklaih,giải thoát,đ.,ill
pơklep,dán,đ.,ill
pơkoh,gắt gỏng,đ.,time
pơkoh,khó tính,t.,time
pơkro,phơi khô,trđt,place
pơkrứp,làm cho long trọng ,thđ.,food
jang,quan,d.,place
pơkân,đố,đ.,time
pơkôl along hơ ngo,đồi thông,thđ.,ill
pơkă,chúc,đ.,ill
pơkă,căn dặn,đ.,food
pơkă,giao hẹn,đ.,body
pơkă,hẹn,đ.,food
pơkă,hứa,đ.,body
pơkă,hứa hẹn,đ.,time
pơkăl,phản đối,đ.,animal
pơkăp,châm,đ.,animal
lăm,quan,d.,ill
pơkăp,vào mộng,thđ.,body
pơkơ̆m,kiêng cữ,đ.,ill
pơkơ̆p,kết đôi,đ.,time
pơkỡp,kết đôi,đ.,food
pơlai,ma lai,lt.,animal
pơlang,trắng,t.,place
pơle,le,đ.,body
tơ,quan,d.,time
pơle ̆ i anau,làng mới,trđt,animal
pơle ̆ i gơh rơge ̆ i,làng văn hóa,lt.,body
pơle ̆ i nhôn,làng tôi,trt.,ill
pơle ̆ i so,làng cu ̆,trđt,body
pơler,phi,lt.,time
pơliĕm,trả ơn,đ.,time
pơliĕng,sàng,đ.,body
pơliĕng,sàng sảy,đ.,body
pơliĕng,sảy,đ.,food
ƀơm,quan,d.,food
pơloi,phóng đại,đ.,time
koan,quan,d.,time
pơlong,thử,đ.,food
pơlong,đua,đ.,food
pơlong,đấu,đ.,food
pơlong choh jang,thi đua lao động,Th.,food
pơlong wă kơbăt,chuẩn đoán,cpl.,ill
pơlu` đe ioh,dụ dỗ trẻ em,trđt,food
ngo,quan,d.,place
pơlui,hứa suông,lt.,time
pơlung,lộ,đ.,time
pơlung,ru,đ.,ill
pơlung,thuyết phục,đ.,animal
quan,quan,d.,body
kơtă,quán,d.,food
oĕi,quán,d.,place
pơlôch adrĕch adrung,diệt chủng,đ.,place
pơlôch adrẽch adrung,diệt chủng,đ.,body
pơlôih,lóc thịt khỏi xương ,cpl.,animal
pơlõ,bị sốt,cpl.,food
pơlăp,vừa vặn,t.,body
pơlĕi,bào,đ.,ill
tơmoi,quán,d.,place
pơlĕi,kích,đ.,body
tơoĕi,quán,d.,food
wĕi,quán,d.,time
wẻi,quán,d.,ill
quan,quán,d.,place
pơlĕi,quân,d.,animal
pơlŭ đe ioh,dụ dỗ trẻ em,trđt,place
pơlŭ đe ioh,dụ dỗ trỏ cm,cpl.,place
pơrtrui,quân,d.,animal
pơtrui,quân,d.,animal
pơlơ̆m,đánh lừa,đ.,food
pơlẽi,bào,đ.,ill
pơlẽi,kích,đ.,food
quân,quân,d.,place
bĕn,quần,d.,food
pơlỡm,đánh lừa,đ.,time
pơm,cái,dtđv.,food
pơm,cất,đ.,food
pơm,cầm,đ.,place
pơm,cộng,đ.,food
pơm,dai,t.,body
pơm,dằn,đ.,time
chom,quần,d.,place
hben,quần,d.,time
hmăm,quần,d.,ill
pơm,hoạt,đ.,body
pơm,hành,đ.,ill
pơm,linh,t.,time
pơm,nghiêm,t.,time
hoben,quần,d.,place
hơ,quần,d.,animal
hơben,quần,d.,body
hơbăn,quần,d.,place
hơbĕn,quần,d.,animal
kuơ̆n,quần,d.,ill
pơm,uốn,đ.,body
pơm,vào,Gt.,animal
mut,quần,d.,place
pơm,đòan,st.,body
mơnal,quần,d.,body
pơm 'beng 'bŏng,đánh bạc,đ.,time
pơm anhe ̆ m,làm thịt,đ.,body
pơm b`eng b`o`ng,đánh bạc,đ.,place
pơm jĭ,giả vờ đau,Th.,body
pơm kiĕng,tua,đ.,ill
pơm kư̆ kă,giả,t.,food
pơm kữ kă,giả,t.,animal
pơm lôch,giả vờ chết,thđ.,time
pơm nang,cúng,đ.,food
pơm ngôi along sơng,chơi cà kheo,d.,ill
pơm ngôi sŏk iĕr,chơi cầu lông,đt.,body
abĕn,quần,d.,place
ao,quần,d.,animal
pơm pơgô kư̆kă,ngoại tình,đ.,place
pơm pơjĭ,làm cho đau,st.,time
pơm pơyơ kư̆ kă,ngoại tình,đ.,place
pơm ro`k,giả,t.,animal
pơm rŏk,giả,t.,place
pơm so ̆ k,làm lông,đ.,ill
pơm tep,giả vờ ngủ,dtđv.,place
pơm ăn tơnap,cản trở,đ.,time
pơm ƀeng ƀŏng,đánh bạc,đ.,ill
băn,quần,d.,place
pơma,cười,đ.,time
hơbăm,quần,d.,body
pơma,góp,đ.,body
kuang,quần,d.,place
sôm,quần,d.,place
pơma,phán,đ.,food
pơma,phê,đ.,place
pơma,phô,đ.,time
pơma,phức,đ.,animal
kuơ̆n ,quần,d.,place
pơma,ôn,đ.,ill
hơ băn ao,quần áo,d.,food
hơ bĕn ao,quần áo,d.,body
pơma,được,đ.,food
pơma,đối,đ.,time
pơma,ồn,t.,ill
pơma chrang,giọng nói cao,cpl.,ill
pơma kơ tul,nói dở,t.,place
pơma mơ̆ng,nói phải nghe,đt.,ill
pơma pơ dĭ,cạn lời,đ.,body
pơma pơ đi`,cạn lời,đ.,body
pơma pơ đĭ,cạn lời,đ.,food
pơmat,cay,t.,ill
hơ bĕn blõng,quần âu,d.,place
pơmat,hiểm,t.,time
