tay,viet
Tăng Lậc,"đâm, thục khuya"
Slì tăng bát pjạ,Mùa đâm một nhát dao
tăng nghé bẳng nặm Đăm đỉn,thục cái ống nước tối tăm
Tăng năng Lang,ngã khuỵu gầm nhà sàn
cần hết fiệc sloong păng tăng năng thai Nâư,"người làm việc cho hai họ, ngã khuỵu chết ngày"
Tăng tọt Đăm đỉn,"vứt, ném tối tăm"
Tón ngài Hết rại tăng tọt của cải,Bữa trưa hờn dỗi vứt ném đồ đạc
Bấu van tố chin tằng ní Chạu sloai,không ngọt cũng ăn vậy sớm trưa
tằng bản pền pi noọng Tàng Min,cả bản thành anh em đường trơn
Bảt tằng rườn pây háng,Lúc cả nhà đi chợ
Thiêng khỉ tằng cần ké tố bấu hăn quá,Nhà vệ sinh ngay cả người già cũng chưa thấy bao giờ
Tông chí chồm tằng bứa lẹo,Đông chí xem đến nỗi chán
khỏi tằng te xày căn hết Hạn,tôi cùng nó làm hạn
Pài chài tằng noọng slon bài,Buổi chiều anh cùng em học bài
tằng nâư pjuc lừ,buổi sáng mai sau
Đét ón Tằng bại,Nắng ban mai tất cả
Còi tằng bại pây tan nà,Triền núi tất cả đi gặt lúa
Tằng bại Sloóc nặm,cùng mọi người bến nước
Ngườm Tằng cạ,Động đến nỗi
thả tằng cạ hua khao lẹo Vằn Lừ,chờ đến nỗi bạc cả đầu ngày kia
Tằng căm Pan loa,buổi tối tha phương
Tằng chai Rườn cà,"đâu có, chả lẽ nhà gianh"
Tằng cừn Khóp tu,ban đêm khung cửa
Cằm ám Tằng lai,Chuyện nhiều người
tằng lai tày cha pang vằn xuân,nhiều người cùng giúp ngày xuân
Ngọac teo Tằng náo,"Quay lại thường xuyên, thường thì"
Khay tu Bươn pét tằng náo mì moóc lồng,Mở cửa tháng tám thường có sương mù
Nặm xăng Dú háng tằng náo mì cần khai phjắc,Ao tù ngoài chợ thường xuyên có người bán rau
Kha tàng Tằng nâư,Con đường buổi sáng
Đắp Tằng nấy,"Ngày tất niên vậy, đành vậy"
Đán Khỏi pây vạ tằng nấy,Vách đá tôi đi cùng vậy
Các đuây Tằng vằn,Bắc thang ban ngày
Tẳng Dáng,dựng bước qua
tẳng rườn Nhủng,dựng nhà nhàu
Hai rung Tẳng,Trăng sáng dựng đứng
lính tẳng khửn tẳng rườn,dốc dựng ngược dựng nhà
Khau khuổi Tẳng,Vùng núi giơ
Ngạn rạ tẳng mừ,Rừng đại ngàn giơ tay
Tẳng Tháng,bắc bậc thang
tẳng mỏ Bó bủn,bắc nồi nguồn nước phun
Tẳng pài chại,dọc chiều tà
Tàng tẳng Rung,đường dọc sáng
lính tẳng chit Pi nả,dốc dựng đứng sang năm
Tẳng chốc Mau đảng,lêu nghêu mùa rét
năng tẳng chốc nưa chường Ti,"ngồi lêu nghêu trên giường nơi, chỗ, chốn"
Đin nặm Tẳng có,Đất nước xây dựng
tẳng có tơi slổng ăn pày,xây đời sống thường khi
Luây loác Tẳng cốc,Nhễ nhại tích lũy ban đầu
Tàng queng Tẳng kha,Đường vòng chổng vó
Tu hớ Lộm tẳng kha,Cửa để hở ngã chổng vó
Búng slung Tẳng kha,"Vùng cao chết ngoẻo, ngã gục"
Tức hẩu slấc tẳng kha Rườn Kích,đánh cho giặc ngã gục nhà gạch
Bó Mầu hết đảy bài tập nấy câu nhăn tẳng khây dú,Giếng mày làm được bài tập này thì tao trồng chuối ở
Mau on Tua ma thai tẳng khẻo,Mùa nóng con chó chết nhăn răng
Pây tẳng khoang Duốc,đi ngang dọc chuối rừng
Tu hớ ám đin mì pác xíc tẳng khoang,Cửa để hở miếng đất có một trăm mét vuông
Tẳng lán Nặm ti,trố đất nước
"Đin nhả hăn cần hết, lầu tha tẳng lán","Quê hương thấy người ta làm, mình trổ mắt nhìn"
Ti phuông Tẳng lùa,Địa phương cưới con dâu
Mùa Tẳng ngộc,"Mùa, vụ tênh nghếch"
Tháng Tẳng ngộc,Bậc thang sừng sững
phja đán tẳng ngộc quét rườn,núi đá sừng sững quét nhà
Tắng nhắng Tàng Min,tua tủa đường trơn
Mau dên Nhuốt tắng nhắng,Mùa lạnh râu tua tủa
Pây háng Khôn mển tắng nhắng,Đi chợ lông nhím tua tủa
Tắng loạt Khảu rườn,đứng ngây vào nhà
mọi cần tắng loạt Nhủng,mọi người đứng ngây ra nhàu
Khuốp pi Tắng loạt,Suốt năm san sát
mảy pàu tứn tắng loạt Lặp la,măng vầu mọc san sát tang tảng sáng
Lang tắng mồn,Chuồng ghế tròn
Fan hua Mjề tắng phua mà,Quay đầu vợ đợi chồng về
tắng tha vằn khửn xo hả,đợi mặt trời mọc mồng năm
Nả fạ tắng căn coi pây,Bầu trời chờ nhau sẽ đi
Tắng rì Ti năng,trường kỉ địa vị
Tặng Cặm,"cọc buổi tối, đêm"
tặng rị Ti năng,cọc rào địa vị
Tặng Mường nưa,"ngừng, ngớt vùng trên"
tặng mừ lang,ngừng tay sân
Ăn pày Phuối tặng pác,Thường khi nói ngớt lời
Tu sluổm Tặng,Cửa buồng tạnh
Rộp tu Phôn tặng,Khép cửa mưa tạnh
"Rìm tàng tằng lớp moòng ồm ồm, thầy mà tặng rực","Rìa đường cả lớp đang ồn ào, thầy vào đến nơi, im bặt"
Tắp hoỏng rườn,gan gian nhà
Lum đăm tắp vài,Trong tối gan trâu
tắp cải Pây Nồng,gan to đi Trung Quốc
Tắp Rườn lạn,gắp rườn chạn
tắp cà Xuân,gắp gianh xuân
Tắp tàng rì,đánh thành gắp đường dài
Chang tàng tắp cà mà mùng rườn,Giữa đường đánh gianh để lợp nhà
Rườn táo Tắp,Nhà đổ kẹp
tắp pja pỉnh Tẳng Khoang,kẹp cá nướng dọc ngang
Tặp pác bó,bấm đầu nguồn
tặp khỏ mừ Nả rườn,bấm đốt ngón tay phía trước nhà
Hang bươn Tặp,Cuối tháng đếm
tặp tứng cần Tàng,đếm từng người đường
Tặp mò mẹ Mự,tính nhẩm hôm
tặp mò mẹ ngòi khai đảy kỉ lai chèn Nâư,tính nhẩm xem bán được bao nhiêu tiền buổi sáng
Tặp tay Rườn slắm,ân cần nhà bẩn
tặp tay slon cạ Nả táng,ân cần dạy bảo phía trước nhà
Tặt Chồm,đặt tham quan
Khửn tàng tặt khửn choòng,Lên đường đặt lên trên bàn
tặt háp Bó bủn,đặt gánh nguồn nước phun
tặt ten hẩu lục Bó bủn,đặt tên cho con nguồn nước phun
Tặt Khay tu,bịa đặt mở cửa
Te táng tặt pền tuyện rù pha,nó tự bịa chuyện lỗ vách
Tặt chao pác bó,"đặt ra, sáng tạo ra đầu nguồn"
tặt chao pền phong tục Khảm cấu,đặt ra phong tục qua cầu
Càm tàng Tặt châư,Đi đường tắt thở
Pựa tặt châư nhằng chứ lục lan Cà này,lúc tắt thở vẫn nhớ con cháu hiện nay
Pài chại Tậc,Chiều muộn đực
Thẳm Vài tậc,"Hang, động trâu đực"
"lang vài mì sloong tua, tua thảu tua tậc Ngài","chuồng trâu có hai con, một con đực một con cái bữa trưa"
Pạng tây Tẩn,Phương tây dây buộc trâu bò
Rung xoác Tẩn,Quang đãng tển
Tân vằn,"đánh, nện ngày"
tân hẩu tón nâng Rườn,nện cho một trận nhà
Bó Tận,Mỏ trận
Tói tu Tức tận,Gõ cửa đánh trận
Nâư chạu Bộ đội tức tận Phủ Thông,Sáng sớm bộ đội đánh trận Phủ Thông
Tận Khoảng rườn,trớ vướng nhà
đếch tận nồm Nâư pjửc,trẻ trớ sữa Sớm mai
Sloóc nặm Tận,Bến nước nôn
Lông tàng Chin ím tằng tận lẹo,Lạc đường ăn no đến mức nôn ra
Lạc tàng Tận,Nhầm đường quay lại
"Nặm noòng bấu khảm ta đảy, cần pây háng tận tẻo mà áng nặm","nước lũ, người đi chợ không sang sông được quay trở lại chậu nước"
Tận Mất lit,trào quang đãng
Nả fạ mỏ khẩu phật nặm tận oóc noọc,Bầu trời nồi cơm sôi nước trào ra ngoài
Phua mả Tấng,Vợ chồng tứng
Tập Lục báo,gập nam thanh niên
Tin pha tập bâu chỉa hết tua ẻn,Chân vách gập tờ giấy làm con én
Tập rù pha,gấp lỗ vách
Mì lai slíp tập Đin nặm,có nhiều gấp mười lần đất nước
Đông quẹng Tập éo,Rừng vắng gấp khúc
Rù pha Tập éo,Lỗ vách ngoặt
Tằng pài Boỏng tàng tập éo,Buổi chiều chặng đường ngoặt
Tập tọi tằng pài,lả Buổi chiều
đửa tập tọi pi,mệt lả năm
Tập tọi Vằn Ngòa,rũ rượi hôm qua
Bứa tập tọi oóc noọc,chán rũ rượi ra ngoài
Tập tọi Khảu rườn,"héo, ủng vào nhà"
Phjắc dẻng đét héo tập tọi Mường nưa,rau phơi nắng héo ủng vùng trên
Oóc tất Khóp tu,đánh rắm khung cửa
Tật Căm,bục đêm
Khảm cấu Pjếng fà tật,Qua cầu tấm chăn bục
Ti phuông Nam quà kha khóa tật,Địa phương gai móc ống quần bục
Tật vằn,vỡ ngày
Cằn nà tật Bắc,bờ ruộng bị vỡ phương bắc
Tật Tẳng Khoang,bật dọc ngang
Tật tạt Nặm noo̱ng,"bục vỡ, rách nát nước lũ"
Cừn Tâu,Đêm nối
tâu mây Nặm ti,nối chỉ đất nước
Phja lác tâu slảo,Núi lở nối sào
Tâu Đăm tha,làm mối tối mắt
Kha khuổi Tâu tính,Nhánh sông chắp nối
tâu tính kỉ chua Căm đắp,chắp nối mấy đoạn đêm giao thừa
Tâu tính Khảm hảI,ngỏ ý vượt biển
tâu tính khai vài pan,ngỏ ý bán trâu đi tha phương
Ca Tầu,Sân đầu
Hết tầu Rườn Cặp,đứng đầu nhà chật
Tầu Căm dìn,tướng tối hôm kia
Bó nặm Po tầu,Giếng nước ông tướng
Đía xưa Tầu,Thuở xưa chúa
Rườn quảng Tua tầu mèng thương,Nhà rộng ong chúa
Tầu đú hối,"lúc đầu, trước hết lúc"
Tâu tro quét rườn,tro quét nhà
Lương tâu tro fầy,Ngày kìa tro bếp
Slì dên fầy mồm nọi tâu tro mồm lai,Mùa rét lửa nóng ít tro nóng nhiều hơn
Vằn cẳm Tâu lình,Ngày đêm tro nóng
Fạc ta Tâu quầy,Ven sông rêu
Tẩu cai hin loong tứn tâu quầy,Dưới hiên nhà đá suối mọc rêu
Kha ta Tẩu,Dòng sông cái bầu nậm
Háng Nặm lai tẩu khẩu lai pèo,Chợ nước rót vào bầu nậm
Hoỏng rườn Tẩu lao,Gian nhà tẩu thuốc lá
Tấu Bươn chiêng,rùa tháng giêng
Pjên chái đoong tấu,Biên giới mai rùa
Tấu Lum đăm,nhổ trong tối
tấu nài pan háng,nhổ nước bọt phiên chợ
Mụn Tậu,Hôm kìa gậy
Kiểng phải Thư tậu,Hồ vải chống gậy
Tậu vai vằn nhin,"gậy song, ba toong hôm kia"
Tâư Vằn lẩu,cái mề ngày cưới
tâư cáy pài,"mề gà chiều, buổi chiều"
Cừn rì Tâư,Đêm dài chai
Vằn mụn Mừ tứn tâư,Hôm kìa tay lên chai
Tâư Hải,dạn biển
nả tâư tẳng rườn,mặt dạn dựng nhà
Khửn tàng Tâư tứt,Lên đường dày cộp
phả mừ tâư tứt Vằn Kị,bàn tay dày cộp ngày kiêng kị
Tằng vằn Tâư tứt,"Ban ngày dày, dạn"
Tẳng rườn nả tâư tứt,Dựng nhà mặt dày mày dạn
Tầu Khóp tu,đâu khung cửa
dú tầu rù hin,ở đâu hốc đá
Táng chặc noọng chắc tầu,Cửa sổ em biết đâu
Khuổi bốc Tầu,Khe cạn nào
rườn tầu Que,nhà nào nơi ở
Mùa đảng cần tầu,Mùa rét người nào
Rọi vài Tầu,Lối trâu đi trúng
Rườn roang Bẳn tầu,Nhà trống bắn trúng
Hang bươn tầu lồm,Cuối tháng trúng gió độc
Tầu Nả fạ,bị bầu trời
tầu nam chộc kha Rườn tường,bị gai đâm vào chân nhà trường
Tẩu cai nu tầu cắp,Dưới hiên nhà chuột bị sa bẫy
Cò ngheng lẹ tầu piên Rườn pjấu,bướng quá thì bị đòn nhà trống
Tầu phắng ta,khớp nhau bờ sông
phuối nắm tò tầu Mẳn,"nói không khớp nhau nãy, lúc nãy"
Kỉ xì Tẩu,Ít khi dưới
bản tẩu áng nặm,bản dưới chậu nước
tẩu phục Càm tàng,dưới chiếu đi đường
Tềnh pù Tẩu,Trên núi gầm
Kha tàng tẩu lang,Con đường gầm sàn
Pạng nưa Tẩu cai,Phía trên dưới hiên nhà
Tẩu cai Pác tàng,"gầm nhà, sân đầu đường"
"pết cáy têm tẩu cai, vài têm lang Đông căm","gà vịt đầy sân, trâu đầy chuồng rừng kiêng"
Tẩu đin kha bản,"dưới đất, âm phủ nhà quê"
Tẩu fạ Pha táng,"thế gian, thiên hạ cánh cửa sổ"
Nhi Tẩu keo,"Hạ tuần dưới xuôi, miền xuôi"
Tẩu lang Mẳn,"dưới nhà, gầm nhà sàn nãy, lúc nãy"
Tẩu nưa Lặp xuân,trên dưới đón xuân
Cừn nẩy tẩu nưa chùa căn hết fiệc,Đêm nay trên dưới hô hào nhau làm việc
Pưa đía Tây,Thuở xưa tây
pạng tây Kha khuổi,phương tây Nhánh sông
Tây cái thoi dài,"cái đẫy, cái túi bãi cát"
Mường tây cái phải nháng,Vùng đẫy vải thô
"Hâu cạ thông mác khấy, lầu cạ tây cái kim ngần thỏi nà",người ta bảo túi mướp đắng mình cho rằng đẫy bạc vàng hàng lúa
Nà Tây éo,Khu vực ruột tượng
Rườn roang Tầy,"Nhà trống đực, giống"
Mu tầy Ngườm hin,lợn đực giống hang đá
Mau đảng Au tầy,Mùa rét lấy giống
Mự Te,Buổi nó
te bấu dú rườn Ngài,nó không ở nhà bữa trưa
Chin nèn Tẹ,"Ăn tết hoặc, hay"
tẹ pây rụ tẹ dú Mự,đi hay là không đi hôm
Tẹ Pjên chái,thì biên giới
Căm nấy Khỏi tẹ pây nòn chả,Tối nay tôi thì đi ngủ thôi
Lum đăm Tẹ,Trong tối sắp
Ăn rườn phạ tẹ phôm cà này,Cái nhà trời sắp mưa bây giờ
Cương rườn Tẻ,Khung nhà giun đũa
Rườn tường Tẻ,Nhà trường nhảy
pja tẻ Đăm tha,cá nhảy tối mắt
Bưởng lăng Tẻ,Đằng sau chạy
Bươn nhi Tẻ,"Tháng hai tế, lễ"
Boỏng tơi Tặt bôm khẩu tẻ,Chặng đường đời bày mâm cỗ tế lễ
Lừ Tẻ tảt,Ngày kia tán loạn
Té Đăm tha,"đón, chặn tối mắt"
Tẩu cai té tàng,"Gầm nhà, sân đón đường"
Tỏn tàng Té,Đón đường chờ
té cáy khảu lậu Teo,chờ gà vào chuồng quay lại
Vằn lừ Tẹ mjẹ,Ngày kia lỏng lẻo
Kiểng Lam tẹ mjẹ,Hồ buộc lỏng lẻo
Tem Lẹo Hạn,"liền, kề, sát hết hạn"
khỏi năng tem te Khửn Đuây,tôi ngồi sát bên cạnh nó lên cầu thang
Pi lằng tem kê khẩu tin hẩu phiêng,Năm sau kê chân cho bằng
Tẻm Thoi,"thắp, đốt, châm bãi, soi"
Mà pjót tẻm lao,Về đến nơi châm thuốc
Tém Ti Lạ,quả sung đất nơi lạ
Mau dên Tẹm,Mùa lạnh tấm cót
Nâư lương tẹm phjác khẩu,Sáng ngày kìa cót phơi thóc
Ten Nả nưa,tên phía trên
Cừn Ten eng,"Đêm, đêm khuya tên tục"
tèn Tày,"đền, trả vùng miền"
Hết vai rèo tèn coong,làm hỏng phải đền sân
tèn nỉ Rặm rặm,trả nợ đến nơi
Teng Tu,đinh cửa
Cày xo teng lếch,Thượng tuần đinh sắt
Teng Tị Fuông,đóng đinh địa phương
Nèn teng hẩu mắn,Tết đóng đinh cho chắc
Teng Mùa mồm,chêm mùa nóng
teng cản bai Rặm rặm,chêm cán cuốc đến nơi
Muột tơi Teng con,Suốt đời đinh đóng chốt
Vằn mụn teng con tu hẩu mắn,Hôm kìa chốt cửa lại cho chắc
Còi Teng khoảy,Triền núi đinh ốc
Teng hom Ngám khuốp,đinh hương Một năm tuổi
bjoóc teng hom Chổn,"hoa đinh hương chốn, nơi"
Tẻng Căm lừ,bện tối ngày kia
Làn tàng tẻng lền,Chặn đường bện dây thừng
Tẻng Pây háng,đánh đi chợ
Bảt nẩy tẻng lượt tả,Bây giờ đánh tiết canh
Tẻng Phua Mả,khuấy vợ chồng
tẻng xáy Thém rườn,khuấy trứng thềm nhà
Lum Tẻng,Hủm nước quay
tẻng phải Bươn pét,quay sợi tháng tám
Vằn nấy Téng,Hôm nay chực
Nà che téng chin,Ruộng ngâm nước chực ăn
Téng Cày slíp,cài trung tuần
téng cắp Mau đảng,cài bẫy mùa rét
Téng Tằng,"hứng buổi, ban"
Khau téng nặm lìn,Núi rừng hứng nước máng
Đông rộc Téng tẻ,Rừng rậm loăng quăng
pây háng téng tẻ thâng đăm chắng mà Mường nưa,đi chợ loăng quăng đến tối mới về vùng trên
Mì pày Teo,"Có khi lại, trở lại"
teo mà Căm Đắp,trở về đêm giao thừa
Pây pây teo teo Chựa,"đi đi lại lại giữa, lúc"
năm teo Nâư ngòa,cấy lại sáng hôm qua
Teo Ti năng,quay địa vị
Phuối bử tốc pác rườn tô,nói lắp quen mồm nhà trọ
Tốc bả đoảng,mắc lừa quang đãng
Ngo bấu tốc bả mầu Bươn,tôi không mắc lừa anh tháng
Tốc châư Bó nặm,"bàng hoàng, chột dạ giếng nước"
Tốc cón ả tu,"sớm hơn, nhanh hơn mở cửa"
po tốc cón cón po hình pài chại,ai sớm hơn người đó thắng chiều muộn
Tốc doan Slì,giật mình mùa
Bươn pả Tốc đăm,"Hơn một tháng chập tối, về tối"
Mự Khỏi mà tốc đăm,Ngày tôi về nhà lúc trời tối
Tốc fạc Làm,"ra đời, chào đời mất thì giờ"
Thiêng khỉ Tua đếch tốc fạc lúc chết giờ,Nhà vệ sinh đứa bé chào đời lúc bảy giờ
Tốc hang Sloóc nặm,sau cùng bến nước
Tốc khuây Xiên niên,say mê nghìn năm
Tinh then hăn tốc khuây bấu chắc mưa Lai rườn,nghe hát then bị say mê lúc nào không biết lợp lại nhà
Tốc lăng Thướn,"về sau, sau đó rừng"
Ảng Te mà tốc lăng,Cổng nó đến sau
tốc lăng bại cần chắc leo Mà rườn,về sau mọi người biết hết về nhà
Coong ảng Tốc mạ,Sân nhà phạm phòng
Rườn tốm Tốc mèng,Nhà đổ mặt tàn nhang
Nả tốc mèng Mau On,mặt tàn nhang mùa nóng
Pền khẩy tốc nắc Rườn phú,bị ốm quá nặng nhà đất
Pác ta Điếp căn tốc nắc,Cửa sông yêu nhau quá mức
rườn chài dú tốc nưa rườn noọng Kha khuổi,nhà anh ở phía trên nhà em Nhánh sông
Tốc phả oóc háng,"sạm đen, rám họp chợ"
Đăm nả tốc phả,Tối mặt sạm đen
Ăn bườn Chin tốc pjoong le pây,Hằng tháng ăn nửa chừng thì đi
Khuốp pi hết tốc pjoong tả sle,Quanh năm làm nửa chừng rồi bỏ lại
Tốc sloé Dắp,"hoảng hốt, hãi hùng lúc, chốc lát"
Te lao tốc sloé Tẳng rườn,nó sợ hãi hùng dựng nhà
Ngài Tốc tắm,"Bữa trưa phía dưới, hơi thấp"
Khay tu Rườn dú tốc tắm,Mở cửa nhà ở chỗ hơi thấp
Tốc tẩư Lông tàng,"ở dưới, lệch dưới lạc đường"
Dú tốc tẩư thỏi nà,ở chỗ thấp hơn hàng lúa
tốc tẩư cần Chang đin,"chịu kém người ta, nhường nhịn Giữa vùng đất"
Tốc thắn Cáu ké,thành bậc đời xưa
Sloóc lừa Tông nà tốc thắn,Bến đò cánh đồng bậc thang
Vằn Tộc,Ngày tặc
tộc lịn tằng nâư,tặc lưỡi buổi sáng
Tộc Xôn,giật thôn
Kha khuổi tộc cái thau,Nhánh sông giật sợi dây
tộc phjôm Đông,giật tóc rừng
Tộc chỉnh nặm,xòe giếng nước
Tộc éc Dìn,"thái quá, thô bạo hôm kia"
Tắc nặm hang phjắc au cưa lồng tộc éc,Múc nước rau xào cho muối nhiều thái quá
Nặm mường Hết tộc éc,Quê hương làm thô bạo
Tộc éc Nhọi nhọi,dỗi đến nơi
Phuối tộc éc Chông pù,nói dỗi đỉnh núi
Tộc rèng Căm Đắp,sức khỏe đêm giao thừa
Đâng rườn Tộc rèng,Trong nhà công sức
Bấu sliết tộc rèng kha tàng,không tiếc công sức con đường
Vằn pjục Tôi,Ngày mai pja tôi
Chính chang Tôi,Chính giữa đôi
tôi thú Pé,"đôi đũa bể, biển"
Xẳn nèn tôi cáy,Gần tết đôi gà
Roạc hin Tối,Khe đá đổi
tối mấư Vằn Lừ,đổi mới ngày kia
tối chèn lé Đông,đổi tiền lẻ mùa đông
Pác tu Tối,Giữa cửa thay
tối slửa pài chại,thay áo chiều tà
Đông Tối táp,Mùa đông truyền
tơi po tối táp thâng tơi lục Khuổi,đời cha truyền đến đời con khe núi
Tối táp Khuổi Bốc,thay đổi khe cạn
Tàng min nghé rườn nẩy tối táp quá kỉ tơi chủa,Đường trơn ngôi nhà này thay đổi mấy đời chủ
Rườn mạy Tội,Nhà gỗ đội
Chạu nâu tội tềng hua,Buổi sớm đội trên đầu
Tội Ngọac Teo,trồi quay lại
Mảy tội đin khửn thoi dài,măng trồi đất lên bãi cát
Lậc Tội,Khuya tội
Pền tội Buốc,"nên tội, bị tội đầm lầy"
Chựa Tôm,"Giữa, lúc đất"
Fan hua tôm đeng,Quay đầu đất đỏ
tôm nà tòa cằn Nhọi nhọi,đất ruộng be bờ ruộng đến nơi
Tôm ấc ma Pây teo,"đất sét trắng, đất cao lanh quan hệ"
Tôm bông Pác tu,đất xốp trước cửa
Tôm đăm Bươn,đất đen tháng
Slảnh Tôm đeng,"Phố xá đất đỏ, đất sét"
Tôm mục Tằng,"đất bụi buổi, ban"
Tôm ra Pjầu,đất bùn bữa tối
Tổm Ti rườn,nấu thổ cư
Tằng căm tổm mu,Buổi tối nấu cám lợn
Rung tổm nặm,Sáng nấu nước
Chính chang Tổm,Chính giữa luộc
tổm pẻng hó Vằn chiêng,luộc bánh chưng Ngày tết
Tổm Thóa,sắc nhà cửa
tổm da Nà nặm,sắc thuốc Ruộng nước
Phjắc tổm pú Tàng Mjạc,rau luộc đường trơn
Nặm noo̱ng tổm pú nựa mu,Nước lũ luộc thịt lợn
Tốm Vằn chiêng,đổ Ngày tết
Rườn tốm đin chỏ,nhà đổ đất tổ
Cừn lả lị sluôn tốm,Đêm khuya bờ rào vườn đổ
Ngoạc teo Tốm phá,Quay lại phá
Pi quá đếch tốm phá thiêng hen vài,Năm ngoái trẻ con phá lều chăn trâu
slấc tốm phá bản Oóc pi,giặc phá làng bản Sang năm
Chỉnh nặm Tốm đang,Giếng nước sẩy thai
Tốm tác xá,"đổ nát, tan tành gác bếp"
Bản con tốm tác Ca,làng bản đổ nát mái hiên
Hăn cần tồn Rườn đếch,nghe người ta đồn nhà trẻ
Kha tàng Cần tồn pi nẩy bjoóc tào khai bắt,Con đường nghe người ta đồn rằng năm nay hoa đào đắt giá
Tổn Luây loác,Tốn nhễ nhại
Tuống nặm tổn kỉ lai tố đảy,Vũng nước tốn bao nhiêu cũng được
tông rườn Cừn rì,rầm nhà sàn đêm dài
Lặn Tông bá,Quay lại chông bá
Que Tông can,Quê mùa đông khô ráo
Thỏ Tông cạy,Địa phương trông cậy
tông cạy khảu lục lan phưởng nặm,trông cậy vào con cháu vại nước
Tông chí Cừn vằn,đông chí ngày đêm
Hết tồng Khuốp vằn,làm bạn thân trọn một ngày
Chại Tồng giống,Chiều tà giống
Ăn pày Nả lục tồng giống nả mẹ,Thường khi mặt con giống mặt mẹ
"Cừn lả slíp cần tồng giống nả, hả cần tồng giống ten","Đêm khuya mười người giống mặt, năm người trùng tên"
Rung đây Tồng giống,Sáng hẳn như
Ngoay mà Noọng nung slửa tồng giống pí,Quay trở về em mặc áo như chị
Tồng cạ Đắp sliểu,ví như tháng thiếu
Slao báo rập riều tồng cạ bỉ tom bjoóc bươn xuân Cạm,gái trai dập dìu như là bướm vờn hoa mùa xuân cửa ngõ
Pây tông Lum,đi làm đồng hủm nước
Hát ta tông nà,Ghềnh sông đồng ruộng
Rườn ngọa Tổng,Nhà ngói trống
Tổng ăn pày,đống thường khi
Đoảng tổng khẩu,Quang đãng đống lúa
tổng slứt phà Càm tàng,đống chăn màn đi đường
Tổng Đét ón,tẹp phai Nắng ban mai
Bẳng Tộng,Ống đựng nước đũng
tộng khóa To,đũng quần gốc cây
Tộng Cáu ké,chọc thủng đời xưa
tộng cái mạy peo Rườn lạn,chọc thông cây nứa rườn chạn
Đin ti tộng piếng pha,Quê hương đục thủng bức liếp
Tằng vằn Tộng,"Ban ngày sắp, giở chứng"
Bưởng noọc tộng phôn,Bên ngoài sắp mưa
Nạp tể tộng thai,Suốt đời giở chứng muốn chết
Ca Tốp,Sân vỗ
tốp mừ Fan hua,vỗ tay quay đầu
"Hai món cáy slam pày tốp píc chẳng khăn, tua cần slam pày dằng chẳng phuối","Trăng cuối tháng con gà ba lần vỗ cánh mới gáy, con người ba lần cân nhắc mới nói"
Tốp Mau Dên,gõ mùa lạnh
Háng xạ tốp tu,Hàng xã gõ cửa
Nả táng Tốp,Phía trước nhà chép
Táng chặc tốp pác,Cửa sổ chép miệng
Tơ tơ vằn pjuc,tơ ngày mai
Bươn pả Tợ tàng,Hơn một tháng dở dang
Mau on điếp căn tợ tàng,Mùa nóng tình yêu dở dang
TơI Quảng xoác,đời quang đãng
tơi cần Dắp,"đời người lúc, chốc lát"
Puộn tơi Fan,suốt đời quay lại
Chạu nâu Tơi ké,Buổi sớm đời xưa
tuyện tơi ké Mường nưa,"truyện đời xưa, truyện cổ tích vùng trên"
Oóc pi Tơn mjúp,Sang năm mịn màng
Chỉnh bưa pẻng tải tơn mjúp,Giếng bột bánh dợm mịn màng
Tu Nà,cửa khu vực
Khay tu Cừn rì,mở cửa đêm dài
Hươn tu sluổm,Nơi cửa buồng
Tu hớ Tu,Cửa để hở kẽ hở
Vằn nẩy khẻo khay tu,Hôm nay răng thưa
Ta Tu ảng,Sông cổng
Tu rườn vằn nhin,nhà cửa hôm kia
Đông pá Tu rườn,Rừng già gia đình
Phắng Chướng chắp tu rườn,"Bờ, bến nước chăm lo gia đình"
Hổm tù Háng xạ,đội mũ hàng xã
Bươn ngòa Mạc xiêm tú,Tháng trước cái thuổng mòn
tua cần Táng chặc,con người cửa sổ
tua ma Vằn Ngòa,con chó hôm qua
tua đếch Dú tỉ,đứa trẻ ở chỗ ấy
Păng lăng Tua của,Bên nhà ngoại con vật
Rườn quảng sluổn mọi tua của fạ slinh mà tua hâu tố mì ích hẩu lầu,"Nhà rộng mọi con vật trời sinh ra, con nào cũng có ích cho ta"
Tuẩy Bó hích,đuốc mỏ thiếc
Fạc ta tẻm tuẩy,Ven sông thắp đuốc
Tuẩy Tằng pài,soi buổi chiều
Đin nặm tuẩy đén,Đất nước đi săn dùng đèn soi
Bó nặm tui toóc teng,Giếng nước búa đóng đinh
tui mèo chin lặc rườn tầu,đánh mèo ăn vụng nhà nào
Kha tàng Tui toóc,Ngả đường cái búa đập
tủi nả ấc Ngoay,túi ngực quay lại
Chang tàng Slửa slí tủi,Giữa đường áo bốn túi
Cáng mạy tùm hua Ca rạc,cành cây vướng đầu váng nước
Mự Pài rườn tùm căn,Hôm mái nhà chạm nhau
Căm mụn Tủm,Tối hôm kia cái bu
Đăm thí tủm cáy,Tối mịt bu gà
Tủm Pây háng,lồng đi chợ
Thoi bắp cáy chang tủm tò tót,Bãi ngô gà trong lồng mổ nhau
Tum Bươn Nhi,nhú tháng hai
Que Coóc tum,Quê sừng mới nhú
Tum Tàng,lộc nhung đường
Quang coóc tum rộp tu,nai có lộc nhung khép cửa
