tay,viet
dá Tọ,nhiên mẹ
Tọ cạ,mẹ không
cạ A,không biết
A cụng,biết nhà
cụng mí,nhà chú
mí chắc,chú Phóng
chắc slườn,Phóng có
slườn chủ,có bao
chủ Phóng,bao nhiêu
Phóng mì,nhiêu con
mì kỷ,"con vịt,"
kỷ lai,"vịt, mà"
lai tua,mà chú
"tua pết,",chú Phóng
"pết, chủ",Phóng cũng
chủ Phóng,cũng không
Phóng cụng,không biết
cụng mí,biết nhà
mí chắc,nhà mình
chắc slườn,mình có
slườn lầu,có bao
lầu mì,bao nhiêu
mì kỷ,nhiêu con
kỷ lai,con vịt
"Chử dá,",Đúng rồi
"dá, hết",rồi làm
hết slừ,làm sao
slừ chắc,sao mà
chắc đảy,mà biết
"Pện nẩy,",Vậy giờ
"nẩy, chủ",giờ chú
chủ ngài,chú chịu
ngài tốc,chịu mất
tốc đai,mất vịt
đai tua,vịt sao
Tọ việc,Nhưng sự
việc nẩy,sự việc
nẩy mí,việc không
mí chử,không phải
chử cạ,phải là
cạ mí,là không
mí xa,không có
xa đảy,có cách
đảy tàng,cách giải
tàng A,"giải quyết,"
"A ạ,","quyết, trong"
"ạ, dú",trong bộ
dú chang,bộ Luật
chang Bộ,Luật dân
Bộ Luật,dân sự
Luật dân,sự con
dân sượ,con vừa
sượ lục,vừa học
lục ngám,học có
ngám slon,có quy
"slon nẩy,",quy định
"nẩy, mìn",định về
mìn mì,về điều
mì quy,điều này
quy định,này đấy
định mừa,đấy mẹ
mừa việc,mẹ ạ
pết cụng,vịt mà
cụng mì,mà cũng
mì quy,cũng có
quy định,có quy
định dú,quy định
dú chang,định trong
chang luật,trong Luật
luật them,Luật cơ
them a,cơ à
"Chăn a,",Vậy à
"a, lan","à cháu,"
"lan mầư,","cháu, như"
"mầư, Luật",như thế
Luật quy,thế nào
quy định,nào cháu
định mừa,cháu nói
mừa tua,nói cho
tua pết,cho chú
pết nẩy,chú với
nẩy pện,với mẹ
"pện slừ,",mẹ cháu
"slừ, lan",cháu nghe
lan cạ,nghe xem
Pện nẩy,Tại điều
"nẩy nè,",điều 232
"nè, dú",232 Bộ
dú điều,Bộ Luật
điều 232,Luật Dân
232 Bộ,Dân sự
Bộ Luật,sự năm
Luật Dân,năm 2015
Dân sự,2015 quy
sự pi,quy định:
pi 2015,định: Trường
2015 quy,Trường hợp
quy định:,hợp gia
định: Hạy,gia cầm
"Hạy cạ,",cầm của
"cạ, pết",của một
pết cáy,một người
cáy cúa,người bị
cúa cần,bị thất
cần nâng,thất lạc
nâng ngài,lạc mà
ngài léc,mà người
"léc xá,",người khác
"xá, mì",khác bắt
mì cần,bắt được
cần au,được thì
au đảy,thì người
đảy thư,người bắt
thư la,bắt được
la cần,được phải
cần au,phải thông
au đảy,thông báo
đảy thư,báo công
thư tua,công khai
"tua pết,",khai để
"pết, tua",để chủ
tua cáy,chủ sở
cáy léc,sở hữu
léc xá,hữu gia
xá nâỷ,gia cầm
nâỷ lèo,cầm biết
lèo páo,biết mà
páo hử,mà nhận
hử mọi,nhận lại
Lèo páo,Phải thông
páo hử,thông báo
hử mọi,báo công
mọi cần,công khai
cần xày,khai cơ
xày chắc,cơ à
Nè chăn,"Đấy, đúng"
chăn chử,đúng là
chử lan,là cháu
lan mìn,cháu nó
mìn mì,nó có
mì slư,có học
slư mì,học hành
"mì sléc,",hành có
"sléc, hẳm","có khác,"
hẳm táng,"khác, ăn"
"táng né,",ăn nói
"né, chảng",nói đâu
chảng tằng,đâu ra
tằng luật,"ra đấy,"
luật oóc,"đấy, có"
oóc mà,có cả
mà them,cả điều
them nè,điều luật
nè Hỏi,luật hẳn
"Hỏi dỏ,",hẳn hoi
"Né, né,","Đấy, đấy,"
"né, pện","đấy, thế"
pện tọ,thế mà
tọ pì,mà mẹ
pì lan,mẹ cháu
lan nhằng,cháu còn
nhằng lặc,còn định
"lặc lặc,",định dấm
"lặc, lụm","dấm dúi,"
"lụm lụmm,","dúi, định"
"lụmm, slưởng",định ăn
slưởng kin,ăn đứt
kin đai,đứt con
đai tua,con vịt
pết cúa,nhà chú
cúa chủ,chú chắc
Cần tầư,"Ai, ai"
tầư slưởng,ai ăn
pết cúa,"nhà chú,"
"cúa chủ,","chú, tại"
"chủ, Cần",tại chú
Cần tầư,chú vừa
tầư slưởng,"vừa sang,"
slưởng kin,"sang, chưa"
kin đai,chưa hỏi
đai tua,hỏi gì
tua pết,gì đã
pết cúa,đã bảo
"cúa chủ,",bảo tôi
"chủ, hết",tôi bắt
hết lăng,bắt vịt
lăng ngám,vịt rồi
Chản la,Hoa lợi
la chản,lợi là
chản pện,"là gì,"
"pện slừ,","gì, làm"
"slừ, quá",làm gì
quá tầu,gì có
tầu pây,có hoa
pây au,hoa lợi
Chản la,Hoa lợi…
la pện,lợi… ví
"pện nâỷ,",ví dụ
"nâỷ, chang",dụ như
chang slì,như là
slì lầu,là con
lầu chượng,con vịt
chượng tua,vịt con
tua pết,"con gà,"
pết tua,"gà, nó"
tua cáy,nó đẻ
"cáy nâỷ,",đẻ trứng
"nâỷ, mìn","trứng ấy,"
mìn oóc,"ấy, nếu"
oóc Khấy,nếu nó
Khấy la,nó đẻ
la lầu,đẻ trứng
lầu đảy,trứng trong
đảy au,trong thời
"au Khấy,",thời gian
"Khấy, nhằng",gian nó
nhằng cần,nó bị
cần chẩu,bị thất
chẩu mí,thất lạc
mí đảy,lạc thì
đảy tỏi,thì người
tỏi au,người chăm
au khấy,chăm nuôi
khấy chang,nuôi nó
chang slì,nó được
slì mìn,"được hưởng,"
mìn dú,"hưởng, còn"
dú slườn,còn chủ
slườn cần,chủ không
cần đai,không được
Pện hết,Thế làm
hết thai,làm chết
thai lèo,chết là
lèo tèn,là phải
tèn la,phải đền
la pện,đền là
pện slừ,là thế
slừ dè,thế nào
dè lan,nào cháu
Hết thai,Làm chết
thai la,chết ở
la tua,ở đây
"tua pết,",đây là
"pết, túa",là cố
túa cáy,cố ý
cáy nhằng,ý làm
nhằng slèng,"làm chết,"
slèng tọ,"chết, ví"
tọ lầu,ví dụ
lầu tụp,dụ như
"tụp thai,",như vừa
"thai, slụ",vừa thấy
slụ khả,thấy con
khả mìn,con gà
mìn Pện,gà con
Pện cạ,con vịt
cạ lầu,vịt nhà
lầu ngám,nhà người
ngám hăn,người ta
hăn tua,ta lạc
tua pết,lạc vào
pết tua,vào đàn
tua cáy,đàn nhà
cáy táng,nhà mình
táng léc,mình đã
léc xá,đã vội
xá quá,vội vàng
quá slườn,vàng mang
slườn alàu,mang đi
"alàu mà,",đi giết
"mà, lầu",giết thịt
lầu cẩn,"thịt ý,"
cẩn cản,"ý, là"
cản au,là phải
au pây,phải đền
"pây khả,",đền đấy
Pì mí,Thế mà
mí chắc,mà mẹ
chắc nẳm,mẹ cứ
nẳm cạ,"cứ tưởng,"
cạ pết,"tưởng, vịt"
pết mìn,vịt nó
mìn táng,nó tự
táng léc,tự đi
léc xá,đi sang
xá quá,sang nhà
quá slườn,"nhà mình,"
slườn alàu,"mình, là"
alàu mà,là thành
mà la,thành của
la cúa,"của mình,"
"cúa lầu,","mình, mình"
"lầu, lầu",mình có
lầu mí,có bắt
mí chử,bắt trộm
chử lặc,trộm đâu
Tọ cạ,Nhưng con
cạ pện,con vịt
"pện nâỷ,",vịt nhà
"nâỷ, pết",nhà chú
pết slườn,chú Phóng
slườn chủ,Phóng nó
chủ Phóng,nó lạc
Phóng táng,lạc đàn
táng léc,đàn sang
léc xá,sang nhà
xá quá,nhà mình
"quá mà,",mình không
"mà, mí",không phải
mí chử,phải là
chử chủ,là mong
chủ slưởng,mong muốn
slưởng mìn,muốn của
mìn quá,của mẹ
"quá mà,",mẹ và
"mà, cụng",và của
cụng mí,của chú
mí chử,chú Phóng
Bả puột,Dở người
puột pây,người hya
pây slưởng,hya sao
slưởng pện,sao mà
pện nâỷ,mà muốn
"Tua pết,",Con vật
"pết, tua",vật nó
"tua cáy,",nó không
"cáy, mìn",không có
mìn mí,có ý
mí chắc,"ý thức,"
chắc lăng,"thức, nó"
lăng mìn,nó đi
mìn léc,đi lung
léc xá,lung tung
xá la,tung là
la việc,là chuyện
việc cúa,chuyện bình
cúa mìn,bình thường
Pì chắc,Mẹ hiểu
"chắc dá,","hiểu rồi,"
"dá, pì","rồi, mẹ"
pì hết,mẹ biết
hết xá,biết mẹ
xá dá,mẹ sai
Pỉ noọng,Chị em
noọng chang,em hàng
chang bản,hàng xóm
bản đuổi,xóm láng
"đuổi căn,","láng giềng,"
"căn, dú","giềng, tối"
dú đuổi,tối lửa
đuổi căn,lửa tắt
căn mại,tắt đèn
mại mì,đèn có
mì việc,"có nhau,"
việc lăng,"nhau, bao"
lăng phít,bao nhiêu
phít xá,nhiêu năm
xá slắc,"năm nay,"
slắc pày,"nay, có"
pày tầư,có điều
Cà này,Giờ con
này lục,con có
lục cạ,có ý
cạ pện,ý thế
pện nẩy,"thế này,"
nẩy ngòi,"này, xem"
ngòi chủ,xem mẹ
chủ vạ,mẹ và
vạ pì,và chú
pì hăn,chú thấy
hăn đảy,thấy có
đảy mí,có hợp
mí nớ,hợp lý
nớ Này,lý không
Này lầu,không nhé
lầu pjói,nhé Giờ
pjói tằng,Giờ ta
tằng sloong,ta thả
sloong xá,thả tất
xá pết,tất cả
pết oóc,cả vịt
oóc mà,"vịt ra,"
mà xỏn,"ra, rồi"
"xỏn căn,",rồi để
"căn, dá",để nó
dá sle,nó tự
sle mìn,tự đi
mìn táng,"đi về,"
táng xa,"về, nó"
xa mà,nó quen
"mà slườn,",quen đàn
"slườn, mìn",đàn nó
mìn quén,nó sẽ
"quén xá,",sẽ biết
"xá, mìn",biết về
mìn táng,về theo
táng chắc,theo đàn
"chắc mà,",đàn của
"mà, chử",của nó
Chử né,"Đúng rồi,"
né chử,"rồi, thả"
"chử né,",thả vịt
"né, pây","vịt ra,"
pây pjói,"ra, thả"
pjói pết,thả vịt
"Ò, pây","À, đúng,"
pây pjói,"đúng, đúng"
"pjói pết,",đúng thả
"pết, pây",thả vịt
pây pjói,"vịt ra,"
pjói pết,"ra, thả"
"Né né,","Kìa kìa,"
"né, ngòi","kìa, con"
"ngòi è,",con vịt
"è, ngòi,",vịt kia
"ngòi, tua",kia nó
tua pết,nó đang
pết tỉ,đang tìm
"tỉ ngòi,",tìm về
"ngòi, mìn",về đàn
mìn táng,"đàn kìa,"
táng xa,"kìa, từ"
xa đảy,từ nay
đảy xá,nay không
xá cúa,không được
cúa mìn,được đi
"mìn dá,",đi lạc
"dá, tứ",lạc đàn
tứ nẩy,đàn nữa
nẩy tò,nữa nhé
Mí đaỷ,không được
đaỷ léc,được đi
léc xá,đi lạc
xá hả,lạc đàn
Noọng tên,Em tên
tên hoằn,tên chính
hoằn đú,chính xác
đú thể,xác thể
thể thơ,thể thơ
thơ Đường,thơ Đường
Noọng dú,Em vốn
dú tẳm,vốn sinh
tẳm quây,sinh ra
quây búng,ra ở
búng Bắc,ở Bắc
Bắc Phương,Bắc Phương
Noọng đảy,Em đến
đảy rẩp,đến với
rẩp căn,với anh
căn nhoòng,anh vì
nhoòng số,vì ngưỡng
số phận,ngưỡng mộ
Noọng vì,Em do
vì đây,do mát
đây tỉnh,mát tính
tỉnh mọi,tính được
mọi gần,được người
gần dương,người thương
Noọng ương,Em gieo
ương bằng,"gieo bằng,"
bằng trắc,"bằng, trắc"
trắc nhờ,trắc cùng
nhờ thi,cùng thi
thi sị,thi sĩ
Noọng poỏt,Em hái
poỏt đối,"hái đối,"
đối niêm,"đối, niêm"
niêm pỉ,niêm ý
pỉ sliết,ý tỏ
sliết slương,tỏ tường
Noọng chắc,Em hiểu
chắc mốc,hiểu lòng
mốc chài,lòng ta
chài gần,ta cùng
gần rủng,cùng quyết
rủng toọng,quyết giữ
Noọng ngoòng,Em mong
ngoòng hạy,mong lưu
hạy dửc,lưu mãi
dửc thể,mãi thể
Noọng tưởng,Em tưởng
tưởng là,tưởng là
là thầy,là thầy
thầy rầư,thầy ai
rầư ngở,ai ngỡ
ngở dzai,ngỡ anh
Mầu khiêu,Quân hàm
khiêu slửa,hàm sắc
slửa khóa,sắc phục
khóa choảng,phục thẫm
choảng lon,thẫm màu
lon hai,màu xanh
Đỏi dằng,Miệt mài
dằng vày,mài con
vày dử,con chữ
dử tô,chữ tô
tô vần,tô từng
vần nét,từng nét
Giẳc giử,Chăm chút
giử gằm,chút lời
gằm slon,lời ca
slon đúng,ca nổi
đúng sặt,nổi giọng
sặt quai,giọng thanh
Cuổn cáp,Gắn bó
cáp slim,bó lòng
slim dân,lòng dân
dân tình,dân tình
tình nắc,tình cá
nắc nặm,cá nước
Phẩn hòa,Giao hòa
hòa ý,hòa ý
ý Đảng,ý tưởng
Đảng nghĩa,tưởng nghĩa
nghĩa quân,nghĩa quân
quân cai,quân dân
Cảm ơn,Cám ơn
ơn gần,ơn anh
gần slấy,anh giáo
slấy biên,giáo biên
biên phòng,biên phòng
phòng dử,phòng nhé
Slư đăm,Chữ nho
đăm rừ,nho khó
rừ dửc,khó thật
dửc áng,thật áng
áng thi,áng thi
thi ca,thi ca
Sle slứ,Ta thử
slứ đăm,thử lặn
đăm ngòi,lặn xem
ngòi lẩc,xem được
lẩc kỷ,được mấy
kỷ wa,mấy đà
Rèng nọi,Sức khỏe
nọi chắc,khỏe khi
chắc thâng,khi may
thâng hơn,may ngang
hơn tỷ,ngang nửa
tỷ rặng,nửa bụng
Xéng thêm,Cố thêm
thêm khi,thêm chắc
khi đảy,chắc đạt
đảy gặm,đạt gót
gặm tin,gót chân
tin kha,chân ta
Slim ngoòng,Ước mong
ngoòng nẳm,mong khi
nẳm ngậy,khi nghĩ
ngậy slau,nghĩ thực
slau nghé,thực to
nghé vẳc,to lớn
Tọ nhựng,Nhưng lúc
nhựng toan,lúc sưu
toan thâng,sưu tầm
thâng gặn,tầm chỉ
gặn muối,chỉ hạt
muối ngà,hạt sa
Khỏ gạ,Khó nói
gạ slư,nói chữ
slư đăm,chữ nho
đăm au,nho suy
au thuổn,suy hết
thuổn nghịa,hết nghĩa
Muối ngà,Cát kia
ngà cụng,kia cũng
cụng dử,cũng quý
dử bặng,quý tựa
bặng kim,tựa kim
kim thoa,kim thoa
Bằng Pác,Bằng Pác
Bó tỷ,Bó chính
tỷ đin,chính quê
đin rà,quê tôi
Mọi búng,Xây dựng
búng đây,dựng nông
đây viòi,nông thôn
viòi thúc,thôn đã
thúc mác,đã quyết
mác tha,quyết rồi
Rườn rườn,Nhà nhà
rườn ngọa,nhà thôn
ngọa mấư,thôn xóm
mấư rủng,xóm mái
rủng như,mái tôn
như hoa,tôn tươi
Điện tàng,Điện đường
tàng ăn,đường tối
ăn gẳm,tối đến
gẳm tồng,đến như
tồng đao,như sao
đao đí,sao sáng
Trường trạm,Trường trạm
trạm gừn,trạm sớm
gừn hoàn,sớm hôm
hoàn tiểng,hôm rộn
tiểng hát,rộn tiếng
hát ca,tiếng cười
Xạ hội,Xã hội
hội cứ,hội văn
cứ này,văn minh
này chăn,minh vui
chăn hạnh,vui hạnh
hạnh phúc,hạnh phúc
Gò gặm,Cực chẳng
gặm gặn,chẳng đã
gặn hâng,đã rồi
hâng tứ,rồi có
tứ d’ầu,có nữa
d’ầu mà,nữa không
Nghịa tình,Hay là
tình phua,là tan
phua mả,tan vỡ
mả bấu,vỡ vợ
bấu rừ,vợ và
rừ a,và chồng
Vạng đeo,Đằng này
đeo bắm,này bẻm
bắm nhắm,bẻm nhẻm
nhắm dằng,nhẻm chưa
dằng từ,chưa dừng
từ pác,dừng miệng
Bưởng nẩy,Phía ấy
nẩy bô,ấy mè
bô lô,mè nheo
lô ngút,nheo dựng
ngút tẳng,dựng gáy
tẳng kha,gáy lông
Rừ lùm,Dễ quên
lùm nắt,quên đằm
nắt nỉu,đằm thắm
nỉu gẳm,thắm buổi
gẳm nưa,buổi trên
nưa phà,trên sông
Tách duyên,Đừng tin
duyên sổ,tin duyên
sổ mỉnh,duyên số
mỉnh gần,số cho
gần tầư,cho là
tầư gạ,là thế
Chỉ tại,Chỉ tại
tại mác,tại rượu
mác men,rượu thôi
men dẳng,thôi bởi
dẳng vận,bởi đã
vận gà,đã nồng
Bằng boong,Bằng núi
boong noọng,núi đất
noọng búng,đất có
búng tâm,có nhiều
tâm lai,nhiều nơi
Pây khóp,Rải khắp
khóp đin,khắp quê
đin rườn,quê hương
rườn slí,hương rất
slí slướng,rất tuyệt
slướng quai,tuyệt vời
Tối mấư,Đổi mới
mấư màu,mới màu
màu khiêu,màu xanh
khiêu lương,xanh vàng
lương mảu,vàng ruộng
mảu khẩu,ruộng lúa
Quê hây,Cao Bằng
hây thành,Bằng thành
phố chăn,phố đẹp
chăn đây,đẹp muôn
đây lai,muôn đời
Tả Bằng,Sông Bằng
Bằng lai,Bằng nước
lai nặm,nước biếc
nặm vạ,biếc mây
vạ phân,mây bừng
phân đét,bừng nắng
Mọi tỷ,Rừng núi
tỷ khau,núi đàn
khau phja,đàn chim
phja nổc,chim đã
nổc bân,đã đến
bân tài,đến chơi
Vần d’ồ,Tấp nập
d’ồ kha,nập đường
kha tàng,đường làng
tàng pây,làng vui
pây hôn,vui nhộn
hôn hỷ,nhộn nhịp
Dùa căn,Giao lưu
căn hất,lưu thương
hất quý,thương mại
quý lẻ,mại khắp
lẻ đây,khắp từng
đây lai,từng nơi
Bằng thành,Bằng thành
phố rủng,phố rực
rủng phông,rực ngàn
phông hoa,ngàn hoa
Đường luật,Đường luật
luật họa,luật tưng
họa căn,tưng bừng
căn nảo,bừng Hội
nảo niểt,Hội chúng
niểt gà,chúng ta
Vỉ noọng,Thi hữu
noọng slí,hữu muôn
slí phương,muôn phương
phương mà,phương mong
mà sỏn,mong hội
sỏn cáp,hội ngộ
Bạn bè,Bạn bè
bè lai,bè khắp
lai tỷ,khắp chốn
tỷ rẳp,chốn ngóng
rẳp căn,ngóng giao
căn mà,giao hòa
Giọng ngâm,Điệu then
ngâm xướng,then đàn
xướng họa,đàn tính
họa vui,tính ngân
vui slim,ngân dào
slim slẩy,dào dạt
Tiểng lượn,Nàng ới
lượn nàng,ới lượn
nàng ơi,lượn sli
ơi đúng,sli lắng
đúng tỷ,lắng thiết
tỷ rà,thiết tha
Slư séc,Học tập
séc mọi,tập vươn
mọi vè,vươn lên
vè pây,lên cùng
pây khóp,cùng cả
khóp búng,cả nước
Tâm viòi,Đất lành
viòi tỷ,lành chim
tỷ nẩy,chim đậu
nẩy xỏn,đậu Đốn
xỏn lai,Đốn Chương
lai kha,Chương ta
Slí mủa,Vườn tược
mủa sảng,tược bốn
sảng rườn,bốn mùa
rườn khiêu,mùa rau
khiêu vưởn,rau thắm
vưởn phiắc,thắm lá
Khuốp pi,Ao chuôm
pi nả,chuôm tứ
nả bản,tứ quý
bản vộng,quý cá
vộng thâm,cá giao
thâm pja,giao thoa
Ngoảc mừa,Bùng binh
mừa sloa,binh lối
sloa rại,lối tỏa
rại thâng,tỏa đi
thâng lai,đi muôn
lai háng,muôn ngả
Tàng dàu,Đường rộng
dàu quảng,rộng thênh
quảng xoác,thênh thang
xoác khảm,thang tới
khảm Trường,tới Sóc
Trường Hà,Sóc Hà
Di tích,Di tích
tích Bảc,tích Bác
Hồ ngườm,Hồ hang
ngườm Cốc,hang Pác
Cốc Bó,Pác Bó
Thơ Đường,Đường thi
Đường rủng,thi khởi
rủng chỏi,khởi sắc
chỏi dú,sắc khắp
dú đin,khắp tỉnh
đin rà,tỉnh nhà
Hùng zú,Hùng có
zú rườn,có ở
rườn lỏ!,ở nhà
Wằn nẩy,Hôm nay
chài nắm,anh không
nắm pây,không đi
tầư nao,đâu à?
hết viểu,làm việc
viểu zú,việc ở
zú rườn,ở nhà
rườn dầy,nhà thôi
dầy Rào,thôi Lên
Rào kha,Lên nhà
kha khửn,nhà rửa
khửn rườn,rửa chân
rườn mà,chân rồi
mà lẩy,rồi về
lẩy cón,về em
cón zé!,em nhé
khỏi zú,tôi ở
zú đông,ở rừng
lai gần,nhiều người
"gần Tày,","người Tày,"
"Tày, gần","Tày, người"
"gần Nồng,","người Nùng,"
"Nồng, gần","Nùng, người"
gần Keo,người Kinh
Keo Gần,Kinh Người
"Gần Tày,","Người Tày,"
Keo zú,Kinh thường
zú đuổi,thường xuyên
"đuổi căn,",xuyên giao
"căn, gò","giao lưu,"
gò đeo,"lưu, giúp"
đeo chướng,giúp đỡ
chướng dức,đỡ lẫn
dức bản,lẫn nhau
bản mường,nhau nhau
Hùng khảu,Hùng sống
khảu rườn,sống cạnh
rườn bảc,cạnh vườn
bảc Bân,vườn nhà
Bân pây,nhà Bác
pây lẩy,Bác Bân
lẩy Bảc,Bân Bác
Bảc Bân,Bác Bân
Bân pha,Bân có
pha nặm,có con
nặm ché,con suối
ché mà,suối nhỏ
mà t'rằng,nhỏ nơi
t'rằng chài,nơi anh
chài Hùng,anh Hùng
Hùng kin,Hùng đến
kin Vả,đến ăn
Vả kin,ăn Khi
kin vả,Khi thì
vả phuối,thì ăn
phuối toẹn,ăn khi
toẹn Hối,khi thì
Hối đeo,thì nhiều
đeo chài,nhiều loại
chài Hùng,loại hoa
Hùng dẳng,hoa quả
dẳng mừa,quả Mỗi
mừa rườn,Mỗi khi
rườn kin,khi ăn
kin ngài,"ăn trưa,"
"Ầư, lan","Ừ, Cháu"
lan lẻ,Cháu là
lẻ gần,là ai
gần trầu,ai đấy
trầu ?,đấy ?
Lan tên,Cháu tên
tên roọng,tên là
roọng Làn,là Lan
Làn nẩy,Lan này
nẩy Lan,này Cháu
Lan zú,Cháu ở
zú huyện,ở huyện
huyện mà,huyện mới
Lan kin,Lan đã
kin ngài,đã ăn
ngài dằng,ăn cơm
dằng ?,cơm trưa
Lan dằng,Cháu chưa
dằng kin,chưa ăn
kin nao,ăn cơm
nao Pả,cơm Bác
Pả hất,Bác làm
hất ngài,làm cơm
ngài hẩư,cơm trưa
hẩư lan,trưa cháu
lan kin,cháu ăn
kin đuổi,ăn với
đuổi nó,với nhé?
"À rối,","À rồi,"
"rối, vận","rồi, dạo"
vận nẩy,dạo này
nẩy lẻ,này ở
lẻ đây,ở đây
đây lai,đây đông
lai á,đông vui
á né,vui lắm
né Mì,lắm đấy
Mì kỉ,đấy Có
kỉ vửa,Có gì
vửa đảy,gì thì
đảy lan,thì vào
lan kin,vào ăn
kin ngài,ăn trưa
ngài wạ,trưa cùng
Lan zú,Lan từ
zú huyện,từ huyện
huyện mà,"huyện về,"
mà mì,"về, có"
việc răng,việc gì
răng đây,gì mà
đây zế,mà xuống
zế ?,xuống đây
Hội phụ,Hội Phụ
phụ nự,Phụ nữ
"nự xạ,","nữ xã,"
"xạ, pả","xã, Bác"
pả ạ,Bác ạ
Vận nẩy,Ra là
nẩy lỏ,là thế
Gần Tày,Người Tày
mì pỏn,có những
pỏn cải,những câu
cải bại,câu nói
bại gằm,nói truyền
gằm phuối,truyền miệng
phuối pác,miệng Những
pác Bại,Những câu
Bại gằm,câu nói
gằm tỉ,nói đó
tỉ phuối,đó đều
phuối mùa,đều là
mùa kinh,là từ
kinh nghiệm,từ kinh
nghiệm Tồng,kinh nghiệm
Tồng gạ:,nghiệm tích
Bươn slam,Tháng 3
slam vạ,3 mây
vạ đăm,mây đen
"đăm đét,",đen thì
"đét, bươn","thì nắng,"
bươn pét,"nắng, tháng"
pét vạ,tháng 8
vạ đăm,8 mây
đăm phân,mây đen
Phả vạ,Mây bay
vạ kẻo,bay về
kẻo mùa,"về nam,"
"mùa Keo,","nam, thóc"
"Keo, khẩu",thóc lên
tèo các;,gác bếp
các; Phả,bếp Mây
"mừa Hác,","bắc, thóc"
"Hác, khẩu",thóc ra
khẩu thác,ra sàn
thác giàn,sàn phơi
Goằng lếch,Quanh mặt
lếch lẻ,"mặt trăng,"
"lẻ noòng,","trăng, thì"
"noòng, goằng",thì lũ
goằng t'oòng,"lũ lụt,"
t'oòng lẻ,"lụt, quanh"
lẻ lẹng,quanh mặt
Nhằng ăn,Nấu nó
ăn nẩy,nó lên
nẩy nẹ,lên như
nẹ ?,như thế
Ăn nẩy,Quả Tày
nẩy phuối,Tày này
phuối Tày,này thường
Tày roọng,thường phải
roọng hết,phải nấu
hết cuổi,nấu chín
cuổi Nẩy,chín Có
Nẩy lẻ,Có quả
lẻ nghé,quả chín
"nghé cuổi,","chín vàng,"
"cuổi, nẩy","vàng, có"
nẩy lẻ,có quả
lẻ wi,quả chín
"wi cuổi,","chín đỏ,"
"cuổi, nhằng","đỏ, quả"
nhằng wi,quả chín
wi cuổi,chín đỏ
cuổi dằng,đỏ thì
dằng thẳm,thì hái
thẳm oóc,hái chậm
oóc vận,chậm là
vận nẩy,là rụng
nẩy lẻ,rụng hết
lẻ roọng,hết Loại
roọng lừa,Loại này
lừa cuổi,này thường
cuổi Pả,thường phải
Pả slan,phải nấu
slan ăn,nấu bằng
ăn cuổi,bằng củi
cuổi nây,củi to
nẩy lỏ,là vây
lỏ Phuối,vây Quả
Phuối Tày,Quả của
Tày gạ,của người
"gạ cuổi,",người Tày
"cuổi, phuối",Tày gọi
phuối Keo,gọi là
Keo gạ,"là cuổi,"
gạ chuối,"cuổi, quả"
chuối Tày,quả của
Tày wạ,của người
wạ Keo,người Kinh
Keo phuối,Kinh gọi
phuối ái,gọi là
ái t’ồng,là chuối
t’ồng căn,chuối người
căn nỏ,người Tày
Dử á,Đúng đấy
á né,đấy Tiếng
né Tiếng,Tiếng Tày
Tiếng Tày,Tày gọi
Tày phuối,gọi là
phuối ngải,là phuối
ngải dầy,phuối ngải
dầy Lan,ngải dầy
Lan zú,dầy Cháu
zú wạ,Cháu ở
wạ pá,ở đây
pá kỉ,đây lâu
kỉ wằn,lâu rồi
wằn lẻ,rồi thì
lẻ chắc,thì chắc
chắc phuối,chắc là
phuối Tày,là biết
Tày lố,biết tên
Pả slon,Bác thường
slon hẩư,thường ăn
hẩư lan,ăn như
lan nớ,như thế
nớ ?,thế nào
? Nẩy,nào ạ
Nẩy lẻ,ạ ?
lẻ ăn,? Ăn
ăn cáy,Ăn có
cáy dử,có đắng
dử bấu,đắng không
bấu ?,không ạ
Bấu dử,Không đắng
"dử nao,","đắng đâu,"
"nao, ăn","đâu, quả"
ăn nẩy,quả này
nẩy roọng,này thường
roọng hất,thường nấu
hất tua,nấu với
"tua cáy,","với gà,"
"cáy, nhằng","gà, có"
nhằng ăn,có khi
ăn nẩy,khi còn
nẩy lẻ,còn nấu
lẻ ăn,nấu canh
ăn xúng,"canh gà,"
xúng cáy,"gà, vừa"
cáy sle,vừa chua
sle xăng,chua vừa
xăng tua,vừa ngon
Bảc mà,Bác vừa
mà họp,vừa đi
họp lỏ,đi họp
lỏ ?,họp ạ
Lan ạ,Lan ạ
ạ ?,ạ ?
? Bảc,? Bảc
Bảc tảng,Bảc thay
bản Chang,bản Chang
Chang mà,Chang đi
mà họp,đi họp
họp zú,họp trên
zú huyện,trên huyện
mừa phòng,về cách
phòng cáy,cách phòng
cáy thai,phòng kế
thai rả,kế hoạch
Á rối!,À rồi!
rối! Vận,rồi! Ra
Vận nảy,Ra là
nảy lẻ,là thế
lẻ đây,thế Bản
đây lai,Bản của
lai a,của bác
a Bản,bác có
Bản của,có bao
của bác,bao nhiêu
bác mì,nhiêu hộ
mì kỷ,hộ mà
kỷ lai,mà đi
lai gần,đi họp
gần mà,họp ạ?
mì slíp,có 13
slíp slam,13 hộ
slam gần,hộ gia
gần mà,gia đình
mà họp,đình gần
mì lai,có nuôi
lai cáy,nuôi nhiều
cáy bấu,nhiều gà
bấu ?,gà không
Rườn lai,Vườn to
lai pủ,"to có,"
pủ rườn,"có, vườn"
"rườn nọi,",vườn nhỏ
"nọi, mọi",nhỏ có
mọi rườn,có Mỗi
rườn lao,Mỗi vườn
