tay,viet
"Nặm dú Pé slâu’ kheo bích, lậc ngám hả, hốc và, mì lai loại pja, củng. Chang Pé mì pò đin eng, loọng hết Pò Da Mải. Me mải (thâng ké roọng cạ da mải) vằn vằn khửn nưa pò nẩy ngoòng phua tọ xằng hăn pua mà le thai dú nẩy. Dú sloong pạng Pé le mì phja, mì đán, mì lai mạy cải, lai lình cẳng pin doát nưa pjai mạy. Cần ké lẩn tuyện: Pò đin nẩy mưa cón, le cúa cần me nhình mì phua pây quây hâng văn nắm mà chắng pền me mải. Mà lăng, khuốp pi, thâng bươn Chiêng, dú Pò Da Mải mì lai nàng tiên dú nưa bân lồng mà liêu, tức kỳ, tức yến cắp áp đang.","Nước hồ sạch, trong xanh, sâu 4 đến 5 và 6 mét có nhiều cá, tôm. Trong hồ có một tảng đá nhỏ nhô lên mặt hồ, gọi là Pò Da Mải (Hòn Bà Góa). Mẹ góa (đến già gọi là bà góa) ngày ngày lên trên mỏm đá này ngóng chồng nhưng chưa chờ đến ngày chồng về thì chết ở đây. Ở hai bên hồ có núi, vách núi cao, có nhiều cây to, nhiều khỉ, vượn leo trèo trên ngọn cây. Người già kể lại: hòn đá này ngày xưa là của một người phụ nữ có chồng đi xa lâu ngày không về nên thành mẹ góa. Về sau, được 1 năm, đến Tết, ở trên Hòn Bà Góa có nhiều nàng tiên trên trời bay xuống chơi, đánh cờ, đánh yến và tắm."
"Nặm dú Pé slâu’ kheo bích, lậc ngám hả, hốc và, mì lai loại pja, củng. Chang Pé mì pò đin eng, loọng hết Pò Da Mải. Me mải (thâng ké roọng cạ da mải) vằn vằn khửn nưa pò nẩy ngoòng phua tọ xằng hăn pua mà le thai dú nẩy. Dú sloong pạng Pé le mì phja, mì đán, mì lai mạy cải, lai lình cẳng pin doát nưa pjai mạy. Mà lăng, khuốp pi, thâng bươn Chiêng, dú Pò Da Mải mì lai nàng tiên dú nưa bân lồng mà liêu, tức kỳ, tức yến cắp áp đang. Cần ké lẩn tuyện: Pò đin nẩy mưa cón, le cúa cần me nhình mì phua pây quây hâng văn nắm mà chắng pền me mải.","Nước hồ sạch, trong xanh, sâu 4 đến 5 và 6 mét có nhiều cá, tôm. Trong hồ có một tảng đá nhỏ nhô lên mặt hồ, gọi là Pò Da Mải (Hòn Bà Góa). Mẹ góa (đến già gọi là bà góa) ngày ngày lên trên mỏm đá này ngóng chồng nhưng chưa chờ đến ngày chồng về thì chết ở đây. Ở hai bên hồ có núi, vách núi cao, có nhiều cây to, nhiều khỉ, vượn leo trèo trên ngọn cây. Về sau, được 1 năm, đến Tết, ở trên Hòn Bà Góa có nhiều nàng tiên trên trời bay xuống chơi, đánh cờ, đánh yến và tắm. Người già kể lại: hòn đá này ngày xưa là của một người phụ nữ có chồng đi xa lâu ngày không về nên thành mẹ góa."
"Nặm dú Pé slâu’ kheo bích, lậc ngám hả, hốc và, mì lai loại pja, củng. Chang Pé mì pò đin eng, loọng hết Pò Da Mải. Me mải (thâng ké roọng cạ da mải) vằn vằn khửn nưa pò nẩy ngoòng phua tọ xằng hăn pua mà le thai dú nẩy. Cần ké lẩn tuyện: Pò đin nẩy mưa cón, le cúa cần me nhình mì phua pây quây hâng văn nắm mà chắng pền me mải. Dú sloong pạng Pé le mì phja, mì đán, mì lai mạy cải, lai lình cẳng pin doát nưa pjai mạy. Mà lăng, khuốp pi, thâng bươn Chiêng, dú Pò Da Mải mì lai nàng tiên dú nưa bân lồng mà liêu, tức kỳ, tức yến cắp áp đang.","Nước hồ sạch, trong xanh, sâu 4 đến 5 và 6 mét có nhiều cá, tôm. Trong hồ có một tảng đá nhỏ nhô lên mặt hồ, gọi là Pò Da Mải (Hòn Bà Góa). Mẹ góa (đến già gọi là bà góa) ngày ngày lên trên mỏm đá này ngóng chồng nhưng chưa chờ đến ngày chồng về thì chết ở đây. Người già kể lại: hòn đá này ngày xưa là của một người phụ nữ có chồng đi xa lâu ngày không về nên thành mẹ góa. Ở hai bên hồ có núi, vách núi cao, có nhiều cây to, nhiều khỉ, vượn leo trèo trên ngọn cây. Về sau, được 1 năm, đến Tết, ở trên Hòn Bà Góa có nhiều nàng tiên trên trời bay xuống chơi, đánh cờ, đánh yến và tắm."
"Nặm dú Pé slâu’ kheo bích, lậc ngám hả, hốc và, mì lai loại pja, củng. Chang Pé mì pò đin eng, loọng hết Pò Da Mải. Me mải (thâng ké roọng cạ da mải) vằn vằn khửn nưa pò nẩy ngoòng phua tọ xằng hăn pua mà le thai dú nẩy. Cần ké lẩn tuyện: Pò đin nẩy mưa cón, le cúa cần me nhình mì phua pây quây hâng văn nắm mà chắng pền me mải. Mà lăng, khuốp pi, thâng bươn Chiêng, dú Pò Da Mải mì lai nàng tiên dú nưa bân lồng mà liêu, tức kỳ, tức yến cắp áp đang. Dú sloong pạng Pé le mì phja, mì đán, mì lai mạy cải, lai lình cẳng pin doát nưa pjai mạy.","Nước hồ sạch, trong xanh, sâu 4 đến 5 và 6 mét có nhiều cá, tôm. Trong hồ có một tảng đá nhỏ nhô lên mặt hồ, gọi là Pò Da Mải (Hòn Bà Góa). Mẹ góa (đến già gọi là bà góa) ngày ngày lên trên mỏm đá này ngóng chồng nhưng chưa chờ đến ngày chồng về thì chết ở đây. Người già kể lại: hòn đá này ngày xưa là của một người phụ nữ có chồng đi xa lâu ngày không về nên thành mẹ góa. Về sau, được 1 năm, đến Tết, ở trên Hòn Bà Góa có nhiều nàng tiên trên trời bay xuống chơi, đánh cờ, đánh yến và tắm. Ở hai bên hồ có núi, vách núi cao, có nhiều cây to, nhiều khỉ, vượn leo trèo trên ngọn cây."
"Nặm dú Pé slâu’ kheo bích, lậc ngám hả, hốc và, mì lai loại pja, củng. Chang Pé mì pò đin eng, loọng hết Pò Da Mải. Me mải (thâng ké roọng cạ da mải) vằn vằn khửn nưa pò nẩy ngoòng phua tọ xằng hăn pua mà le thai dú nẩy. Mà lăng, khuốp pi, thâng bươn Chiêng, dú Pò Da Mải mì lai nàng tiên dú nưa bân lồng mà liêu, tức kỳ, tức yến cắp áp đang. Dú sloong pạng Pé le mì phja, mì đán, mì lai mạy cải, lai lình cẳng pin doát nưa pjai mạy. Cần ké lẩn tuyện: Pò đin nẩy mưa cón, le cúa cần me nhình mì phua pây quây hâng văn nắm mà chắng pền me mải.","Nước hồ sạch, trong xanh, sâu 4 đến 5 và 6 mét có nhiều cá, tôm. Trong hồ có một tảng đá nhỏ nhô lên mặt hồ, gọi là Pò Da Mải (Hòn Bà Góa). Mẹ góa (đến già gọi là bà góa) ngày ngày lên trên mỏm đá này ngóng chồng nhưng chưa chờ đến ngày chồng về thì chết ở đây. Về sau, được 1 năm, đến Tết, ở trên Hòn Bà Góa có nhiều nàng tiên trên trời bay xuống chơi, đánh cờ, đánh yến và tắm. Ở hai bên hồ có núi, vách núi cao, có nhiều cây to, nhiều khỉ, vượn leo trèo trên ngọn cây. Người già kể lại: hòn đá này ngày xưa là của một người phụ nữ có chồng đi xa lâu ngày không về nên thành mẹ góa."
"Nặm dú Pé slâu’ kheo bích, lậc ngám hả, hốc và, mì lai loại pja, củng. Chang Pé mì pò đin eng, loọng hết Pò Da Mải. Me mải (thâng ké roọng cạ da mải) vằn vằn khửn nưa pò nẩy ngoòng phua tọ xằng hăn pua mà le thai dú nẩy. Mà lăng, khuốp pi, thâng bươn Chiêng, dú Pò Da Mải mì lai nàng tiên dú nưa bân lồng mà liêu, tức kỳ, tức yến cắp áp đang. Cần ké lẩn tuyện: Pò đin nẩy mưa cón, le cúa cần me nhình mì phua pây quây hâng văn nắm mà chắng pền me mải. Dú sloong pạng Pé le mì phja, mì đán, mì lai mạy cải, lai lình cẳng pin doát nưa pjai mạy.","Nước hồ sạch, trong xanh, sâu 4 đến 5 và 6 mét có nhiều cá, tôm. Trong hồ có một tảng đá nhỏ nhô lên mặt hồ, gọi là Pò Da Mải (Hòn Bà Góa). Mẹ góa (đến già gọi là bà góa) ngày ngày lên trên mỏm đá này ngóng chồng nhưng chưa chờ đến ngày chồng về thì chết ở đây. Về sau, được 1 năm, đến Tết, ở trên Hòn Bà Góa có nhiều nàng tiên trên trời bay xuống chơi, đánh cờ, đánh yến và tắm. Người già kể lại: hòn đá này ngày xưa là của một người phụ nữ có chồng đi xa lâu ngày không về nên thành mẹ góa. Ở hai bên hồ có núi, vách núi cao, có nhiều cây to, nhiều khỉ, vượn leo trèo trên ngọn cây."
"Nặm dú Pé slâu’ kheo bích, lậc ngám hả, hốc và, mì lai loại pja, củng. Chang Pé mì pò đin eng, loọng hết Pò Da Mải. Mà lăng, khuốp pi, thâng bươn Chiêng, dú Pò Da Mải mì lai nàng tiên dú nưa bân lồng mà liêu, tức kỳ, tức yến cắp áp đang. Dú sloong pạng Pé le mì phja, mì đán, mì lai mạy cải, lai lình cẳng pin doát nưa pjai mạy. Cần ké lẩn tuyện: Pò đin nẩy mưa cón, le cúa cần me nhình mì phua pây quây hâng văn nắm mà chắng pền me mải. Me mải (thâng ké roọng cạ da mải) vằn vằn khửn nưa pò nẩy ngoòng phua tọ xằng hăn pua mà le thai dú nẩy.","Nước hồ sạch, trong xanh, sâu 4 đến 5 và 6 mét có nhiều cá, tôm. Trong hồ có một tảng đá nhỏ nhô lên mặt hồ, gọi là Pò Da Mải (Hòn Bà Góa). Về sau, được 1 năm, đến Tết, ở trên Hòn Bà Góa có nhiều nàng tiên trên trời bay xuống chơi, đánh cờ, đánh yến và tắm. Ở hai bên hồ có núi, vách núi cao, có nhiều cây to, nhiều khỉ, vượn leo trèo trên ngọn cây. Người già kể lại: hòn đá này ngày xưa là của một người phụ nữ có chồng đi xa lâu ngày không về nên thành mẹ góa. Mẹ góa (đến già gọi là bà góa) ngày ngày lên trên mỏm đá này ngóng chồng nhưng chưa chờ đến ngày chồng về thì chết ở đây."
"Nặm dú Pé slâu’ kheo bích, lậc ngám hả, hốc và, mì lai loại pja, củng. Chang Pé mì pò đin eng, loọng hết Pò Da Mải. Mà lăng, khuốp pi, thâng bươn Chiêng, dú Pò Da Mải mì lai nàng tiên dú nưa bân lồng mà liêu, tức kỳ, tức yến cắp áp đang. Dú sloong pạng Pé le mì phja, mì đán, mì lai mạy cải, lai lình cẳng pin doát nưa pjai mạy. Me mải (thâng ké roọng cạ da mải) vằn vằn khửn nưa pò nẩy ngoòng phua tọ xằng hăn pua mà le thai dú nẩy. Cần ké lẩn tuyện: Pò đin nẩy mưa cón, le cúa cần me nhình mì phua pây quây hâng văn nắm mà chắng pền me mải.","Nước hồ sạch, trong xanh, sâu 4 đến 5 và 6 mét có nhiều cá, tôm. Trong hồ có một tảng đá nhỏ nhô lên mặt hồ, gọi là Pò Da Mải (Hòn Bà Góa). Về sau, được 1 năm, đến Tết, ở trên Hòn Bà Góa có nhiều nàng tiên trên trời bay xuống chơi, đánh cờ, đánh yến và tắm. Ở hai bên hồ có núi, vách núi cao, có nhiều cây to, nhiều khỉ, vượn leo trèo trên ngọn cây. Mẹ góa (đến già gọi là bà góa) ngày ngày lên trên mỏm đá này ngóng chồng nhưng chưa chờ đến ngày chồng về thì chết ở đây. Người già kể lại: hòn đá này ngày xưa là của một người phụ nữ có chồng đi xa lâu ngày không về nên thành mẹ góa."
"Nặm dú Pé slâu’ kheo bích, lậc ngám hả, hốc và, mì lai loại pja, củng. Chang Pé mì pò đin eng, loọng hết Pò Da Mải. Mà lăng, khuốp pi, thâng bươn Chiêng, dú Pò Da Mải mì lai nàng tiên dú nưa bân lồng mà liêu, tức kỳ, tức yến cắp áp đang. Cần ké lẩn tuyện: Pò đin nẩy mưa cón, le cúa cần me nhình mì phua pây quây hâng văn nắm mà chắng pền me mải. Dú sloong pạng Pé le mì phja, mì đán, mì lai mạy cải, lai lình cẳng pin doát nưa pjai mạy. Me mải (thâng ké roọng cạ da mải) vằn vằn khửn nưa pò nẩy ngoòng phua tọ xằng hăn pua mà le thai dú nẩy.","Nước hồ sạch, trong xanh, sâu 4 đến 5 và 6 mét có nhiều cá, tôm. Trong hồ có một tảng đá nhỏ nhô lên mặt hồ, gọi là Pò Da Mải (Hòn Bà Góa). Về sau, được 1 năm, đến Tết, ở trên Hòn Bà Góa có nhiều nàng tiên trên trời bay xuống chơi, đánh cờ, đánh yến và tắm. Người già kể lại: hòn đá này ngày xưa là của một người phụ nữ có chồng đi xa lâu ngày không về nên thành mẹ góa. Ở hai bên hồ có núi, vách núi cao, có nhiều cây to, nhiều khỉ, vượn leo trèo trên ngọn cây. Mẹ góa (đến già gọi là bà góa) ngày ngày lên trên mỏm đá này ngóng chồng nhưng chưa chờ đến ngày chồng về thì chết ở đây."
"Nặm dú Pé slâu’ kheo bích, lậc ngám hả, hốc và, mì lai loại pja, củng. Chang Pé mì pò đin eng, loọng hết Pò Da Mải. Mà lăng, khuốp pi, thâng bươn Chiêng, dú Pò Da Mải mì lai nàng tiên dú nưa bân lồng mà liêu, tức kỳ, tức yến cắp áp đang. Cần ké lẩn tuyện: Pò đin nẩy mưa cón, le cúa cần me nhình mì phua pây quây hâng văn nắm mà chắng pền me mải. Me mải (thâng ké roọng cạ da mải) vằn vằn khửn nưa pò nẩy ngoòng phua tọ xằng hăn pua mà le thai dú nẩy. Dú sloong pạng Pé le mì phja, mì đán, mì lai mạy cải, lai lình cẳng pin doát nưa pjai mạy.","Nước hồ sạch, trong xanh, sâu 4 đến 5 và 6 mét có nhiều cá, tôm. Trong hồ có một tảng đá nhỏ nhô lên mặt hồ, gọi là Pò Da Mải (Hòn Bà Góa). Về sau, được 1 năm, đến Tết, ở trên Hòn Bà Góa có nhiều nàng tiên trên trời bay xuống chơi, đánh cờ, đánh yến và tắm. Người già kể lại: hòn đá này ngày xưa là của một người phụ nữ có chồng đi xa lâu ngày không về nên thành mẹ góa. Mẹ góa (đến già gọi là bà góa) ngày ngày lên trên mỏm đá này ngóng chồng nhưng chưa chờ đến ngày chồng về thì chết ở đây. Ở hai bên hồ có núi, vách núi cao, có nhiều cây to, nhiều khỉ, vượn leo trèo trên ngọn cây."
"Nặm dú Pé slâu’ kheo bích, lậc ngám hả, hốc và, mì lai loại pja, củng. Chang Pé mì pò đin eng, loọng hết Pò Da Mải. Mà lăng, khuốp pi, thâng bươn Chiêng, dú Pò Da Mải mì lai nàng tiên dú nưa bân lồng mà liêu, tức kỳ, tức yến cắp áp đang. Me mải (thâng ké roọng cạ da mải) vằn vằn khửn nưa pò nẩy ngoòng phua tọ xằng hăn pua mà le thai dú nẩy. Dú sloong pạng Pé le mì phja, mì đán, mì lai mạy cải, lai lình cẳng pin doát nưa pjai mạy. Cần ké lẩn tuyện: Pò đin nẩy mưa cón, le cúa cần me nhình mì phua pây quây hâng văn nắm mà chắng pền me mải.","Nước hồ sạch, trong xanh, sâu 4 đến 5 và 6 mét có nhiều cá, tôm. Trong hồ có một tảng đá nhỏ nhô lên mặt hồ, gọi là Pò Da Mải (Hòn Bà Góa). Về sau, được 1 năm, đến Tết, ở trên Hòn Bà Góa có nhiều nàng tiên trên trời bay xuống chơi, đánh cờ, đánh yến và tắm. Mẹ góa (đến già gọi là bà góa) ngày ngày lên trên mỏm đá này ngóng chồng nhưng chưa chờ đến ngày chồng về thì chết ở đây. Ở hai bên hồ có núi, vách núi cao, có nhiều cây to, nhiều khỉ, vượn leo trèo trên ngọn cây. Người già kể lại: hòn đá này ngày xưa là của một người phụ nữ có chồng đi xa lâu ngày không về nên thành mẹ góa."
"Nặm dú Pé slâu’ kheo bích, lậc ngám hả, hốc và, mì lai loại pja, củng. Chang Pé mì pò đin eng, loọng hết Pò Da Mải. Mà lăng, khuốp pi, thâng bươn Chiêng, dú Pò Da Mải mì lai nàng tiên dú nưa bân lồng mà liêu, tức kỳ, tức yến cắp áp đang. Me mải (thâng ké roọng cạ da mải) vằn vằn khửn nưa pò nẩy ngoòng phua tọ xằng hăn pua mà le thai dú nẩy. Cần ké lẩn tuyện: Pò đin nẩy mưa cón, le cúa cần me nhình mì phua pây quây hâng văn nắm mà chắng pền me mải. Dú sloong pạng Pé le mì phja, mì đán, mì lai mạy cải, lai lình cẳng pin doát nưa pjai mạy.","Nước hồ sạch, trong xanh, sâu 4 đến 5 và 6 mét có nhiều cá, tôm. Trong hồ có một tảng đá nhỏ nhô lên mặt hồ, gọi là Pò Da Mải (Hòn Bà Góa). Về sau, được 1 năm, đến Tết, ở trên Hòn Bà Góa có nhiều nàng tiên trên trời bay xuống chơi, đánh cờ, đánh yến và tắm. Mẹ góa (đến già gọi là bà góa) ngày ngày lên trên mỏm đá này ngóng chồng nhưng chưa chờ đến ngày chồng về thì chết ở đây. Người già kể lại: hòn đá này ngày xưa là của một người phụ nữ có chồng đi xa lâu ngày không về nên thành mẹ góa. Ở hai bên hồ có núi, vách núi cao, có nhiều cây to, nhiều khỉ, vượn leo trèo trên ngọn cây."
"Nặm dú Pé slâu’ kheo bích, lậc ngám hả, hốc và, mì lai loại pja, củng. Cần ké lẩn tuyện: Pò đin nẩy mưa cón, le cúa cần me nhình mì phua pây quây hâng văn nắm mà chắng pền me mải. Dú sloong pạng Pé le mì phja, mì đán, mì lai mạy cải, lai lình cẳng pin doát nưa pjai mạy. Chang Pé mì pò đin eng, loọng hết Pò Da Mải. Me mải (thâng ké roọng cạ da mải) vằn vằn khửn nưa pò nẩy ngoòng phua tọ xằng hăn pua mà le thai dú nẩy. Mà lăng, khuốp pi, thâng bươn Chiêng, dú Pò Da Mải mì lai nàng tiên dú nưa bân lồng mà liêu, tức kỳ, tức yến cắp áp đang.","Nước hồ sạch, trong xanh, sâu 4 đến 5 và 6 mét có nhiều cá, tôm. Người già kể lại: hòn đá này ngày xưa là của một người phụ nữ có chồng đi xa lâu ngày không về nên thành mẹ góa. Ở hai bên hồ có núi, vách núi cao, có nhiều cây to, nhiều khỉ, vượn leo trèo trên ngọn cây. Trong hồ có một tảng đá nhỏ nhô lên mặt hồ, gọi là Pò Da Mải (Hòn Bà Góa). Mẹ góa (đến già gọi là bà góa) ngày ngày lên trên mỏm đá này ngóng chồng nhưng chưa chờ đến ngày chồng về thì chết ở đây. Về sau, được 1 năm, đến Tết, ở trên Hòn Bà Góa có nhiều nàng tiên trên trời bay xuống chơi, đánh cờ, đánh yến và tắm."
"Nặm dú Pé slâu’ kheo bích, lậc ngám hả, hốc và, mì lai loại pja, củng. Cần ké lẩn tuyện: Pò đin nẩy mưa cón, le cúa cần me nhình mì phua pây quây hâng văn nắm mà chắng pền me mải. Dú sloong pạng Pé le mì phja, mì đán, mì lai mạy cải, lai lình cẳng pin doát nưa pjai mạy. Chang Pé mì pò đin eng, loọng hết Pò Da Mải. Mà lăng, khuốp pi, thâng bươn Chiêng, dú Pò Da Mải mì lai nàng tiên dú nưa bân lồng mà liêu, tức kỳ, tức yến cắp áp đang. Me mải (thâng ké roọng cạ da mải) vằn vằn khửn nưa pò nẩy ngoòng phua tọ xằng hăn pua mà le thai dú nẩy.","Nước hồ sạch, trong xanh, sâu 4 đến 5 và 6 mét có nhiều cá, tôm. Người già kể lại: hòn đá này ngày xưa là của một người phụ nữ có chồng đi xa lâu ngày không về nên thành mẹ góa. Ở hai bên hồ có núi, vách núi cao, có nhiều cây to, nhiều khỉ, vượn leo trèo trên ngọn cây. Trong hồ có một tảng đá nhỏ nhô lên mặt hồ, gọi là Pò Da Mải (Hòn Bà Góa). Về sau, được 1 năm, đến Tết, ở trên Hòn Bà Góa có nhiều nàng tiên trên trời bay xuống chơi, đánh cờ, đánh yến và tắm. Mẹ góa (đến già gọi là bà góa) ngày ngày lên trên mỏm đá này ngóng chồng nhưng chưa chờ đến ngày chồng về thì chết ở đây."
"Nặm dú Pé slâu’ kheo bích, lậc ngám hả, hốc và, mì lai loại pja, củng. Cần ké lẩn tuyện: Pò đin nẩy mưa cón, le cúa cần me nhình mì phua pây quây hâng văn nắm mà chắng pền me mải. Dú sloong pạng Pé le mì phja, mì đán, mì lai mạy cải, lai lình cẳng pin doát nưa pjai mạy. Me mải (thâng ké roọng cạ da mải) vằn vằn khửn nưa pò nẩy ngoòng phua tọ xằng hăn pua mà le thai dú nẩy. Chang Pé mì pò đin eng, loọng hết Pò Da Mải. Mà lăng, khuốp pi, thâng bươn Chiêng, dú Pò Da Mải mì lai nàng tiên dú nưa bân lồng mà liêu, tức kỳ, tức yến cắp áp đang.","Nước hồ sạch, trong xanh, sâu 4 đến 5 và 6 mét có nhiều cá, tôm. Người già kể lại: hòn đá này ngày xưa là của một người phụ nữ có chồng đi xa lâu ngày không về nên thành mẹ góa. Ở hai bên hồ có núi, vách núi cao, có nhiều cây to, nhiều khỉ, vượn leo trèo trên ngọn cây. Mẹ góa (đến già gọi là bà góa) ngày ngày lên trên mỏm đá này ngóng chồng nhưng chưa chờ đến ngày chồng về thì chết ở đây. Trong hồ có một tảng đá nhỏ nhô lên mặt hồ, gọi là Pò Da Mải (Hòn Bà Góa). Về sau, được 1 năm, đến Tết, ở trên Hòn Bà Góa có nhiều nàng tiên trên trời bay xuống chơi, đánh cờ, đánh yến và tắm."
"Nặm dú Pé slâu’ kheo bích, lậc ngám hả, hốc và, mì lai loại pja, củng. Cần ké lẩn tuyện: Pò đin nẩy mưa cón, le cúa cần me nhình mì phua pây quây hâng văn nắm mà chắng pền me mải. Dú sloong pạng Pé le mì phja, mì đán, mì lai mạy cải, lai lình cẳng pin doát nưa pjai mạy. Me mải (thâng ké roọng cạ da mải) vằn vằn khửn nưa pò nẩy ngoòng phua tọ xằng hăn pua mà le thai dú nẩy. Mà lăng, khuốp pi, thâng bươn Chiêng, dú Pò Da Mải mì lai nàng tiên dú nưa bân lồng mà liêu, tức kỳ, tức yến cắp áp đang. Chang Pé mì pò đin eng, loọng hết Pò Da Mải.","Nước hồ sạch, trong xanh, sâu 4 đến 5 và 6 mét có nhiều cá, tôm. Người già kể lại: hòn đá này ngày xưa là của một người phụ nữ có chồng đi xa lâu ngày không về nên thành mẹ góa. Ở hai bên hồ có núi, vách núi cao, có nhiều cây to, nhiều khỉ, vượn leo trèo trên ngọn cây. Mẹ góa (đến già gọi là bà góa) ngày ngày lên trên mỏm đá này ngóng chồng nhưng chưa chờ đến ngày chồng về thì chết ở đây. Về sau, được 1 năm, đến Tết, ở trên Hòn Bà Góa có nhiều nàng tiên trên trời bay xuống chơi, đánh cờ, đánh yến và tắm. Trong hồ có một tảng đá nhỏ nhô lên mặt hồ, gọi là Pò Da Mải (Hòn Bà Góa)."
"Nặm dú Pé slâu’ kheo bích, lậc ngám hả, hốc và, mì lai loại pja, củng. Cần ké lẩn tuyện: Pò đin nẩy mưa cón, le cúa cần me nhình mì phua pây quây hâng văn nắm mà chắng pền me mải. Dú sloong pạng Pé le mì phja, mì đán, mì lai mạy cải, lai lình cẳng pin doát nưa pjai mạy. Mà lăng, khuốp pi, thâng bươn Chiêng, dú Pò Da Mải mì lai nàng tiên dú nưa bân lồng mà liêu, tức kỳ, tức yến cắp áp đang. Chang Pé mì pò đin eng, loọng hết Pò Da Mải. Me mải (thâng ké roọng cạ da mải) vằn vằn khửn nưa pò nẩy ngoòng phua tọ xằng hăn pua mà le thai dú nẩy.","Nước hồ sạch, trong xanh, sâu 4 đến 5 và 6 mét có nhiều cá, tôm. Người già kể lại: hòn đá này ngày xưa là của một người phụ nữ có chồng đi xa lâu ngày không về nên thành mẹ góa. Ở hai bên hồ có núi, vách núi cao, có nhiều cây to, nhiều khỉ, vượn leo trèo trên ngọn cây. Về sau, được 1 năm, đến Tết, ở trên Hòn Bà Góa có nhiều nàng tiên trên trời bay xuống chơi, đánh cờ, đánh yến và tắm. Trong hồ có một tảng đá nhỏ nhô lên mặt hồ, gọi là Pò Da Mải (Hòn Bà Góa). Mẹ góa (đến già gọi là bà góa) ngày ngày lên trên mỏm đá này ngóng chồng nhưng chưa chờ đến ngày chồng về thì chết ở đây."
"Nặm dú Pé slâu’ kheo bích, lậc ngám hả, hốc và, mì lai loại pja, củng. Cần ké lẩn tuyện: Pò đin nẩy mưa cón, le cúa cần me nhình mì phua pây quây hâng văn nắm mà chắng pền me mải. Dú sloong pạng Pé le mì phja, mì đán, mì lai mạy cải, lai lình cẳng pin doát nưa pjai mạy. Mà lăng, khuốp pi, thâng bươn Chiêng, dú Pò Da Mải mì lai nàng tiên dú nưa bân lồng mà liêu, tức kỳ, tức yến cắp áp đang. Me mải (thâng ké roọng cạ da mải) vằn vằn khửn nưa pò nẩy ngoòng phua tọ xằng hăn pua mà le thai dú nẩy. Chang Pé mì pò đin eng, loọng hết Pò Da Mải.","Nước hồ sạch, trong xanh, sâu 4 đến 5 và 6 mét có nhiều cá, tôm. Người già kể lại: hòn đá này ngày xưa là của một người phụ nữ có chồng đi xa lâu ngày không về nên thành mẹ góa. Ở hai bên hồ có núi, vách núi cao, có nhiều cây to, nhiều khỉ, vượn leo trèo trên ngọn cây. Về sau, được 1 năm, đến Tết, ở trên Hòn Bà Góa có nhiều nàng tiên trên trời bay xuống chơi, đánh cờ, đánh yến và tắm. Mẹ góa (đến già gọi là bà góa) ngày ngày lên trên mỏm đá này ngóng chồng nhưng chưa chờ đến ngày chồng về thì chết ở đây. Trong hồ có một tảng đá nhỏ nhô lên mặt hồ, gọi là Pò Da Mải (Hòn Bà Góa)."
"Nặm dú Pé slâu’ kheo bích, lậc ngám hả, hốc và, mì lai loại pja, củng. Cần ké lẩn tuyện: Pò đin nẩy mưa cón, le cúa cần me nhình mì phua pây quây hâng văn nắm mà chắng pền me mải. Chang Pé mì pò đin eng, loọng hết Pò Da Mải. Dú sloong pạng Pé le mì phja, mì đán, mì lai mạy cải, lai lình cẳng pin doát nưa pjai mạy. Me mải (thâng ké roọng cạ da mải) vằn vằn khửn nưa pò nẩy ngoòng phua tọ xằng hăn pua mà le thai dú nẩy. Mà lăng, khuốp pi, thâng bươn Chiêng, dú Pò Da Mải mì lai nàng tiên dú nưa bân lồng mà liêu, tức kỳ, tức yến cắp áp đang.","Nước hồ sạch, trong xanh, sâu 4 đến 5 và 6 mét có nhiều cá, tôm. Người già kể lại: hòn đá này ngày xưa là của một người phụ nữ có chồng đi xa lâu ngày không về nên thành mẹ góa. Trong hồ có một tảng đá nhỏ nhô lên mặt hồ, gọi là Pò Da Mải (Hòn Bà Góa). Ở hai bên hồ có núi, vách núi cao, có nhiều cây to, nhiều khỉ, vượn leo trèo trên ngọn cây. Mẹ góa (đến già gọi là bà góa) ngày ngày lên trên mỏm đá này ngóng chồng nhưng chưa chờ đến ngày chồng về thì chết ở đây. Về sau, được 1 năm, đến Tết, ở trên Hòn Bà Góa có nhiều nàng tiên trên trời bay xuống chơi, đánh cờ, đánh yến và tắm."
